title,link,bbox,zone,updated
NUALHD_1-0__LAZ_LAMB93_KF_2025-01-21,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_KF_2025-01-21,2.1321087 48.14422723 2.81175782 48.59705238,KF,2025-10-17T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_KG_2025-02-05,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_KG_2025-02-05,2.13949742 47.69427707 2.81334713 48.14721498,KG,2025-10-14T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_KH_2024-12-20,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_KH_2024-12-20,2.14676141 47.24421793 2.81490956 47.69724032,KH,2025-10-21T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_KI_2025-06-12,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_KI_2025-06-12,2.15390379 46.79407793 2.81644632 47.24715709,KI,2025-09-09T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_KJ_2025-08-08,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_KJ_2025-08-08,2.16092759 46.34388496 2.81795751 46.79699302,KJ,2025-08-24T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_KL_2025-09-19,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_KL_2025-09-19,2.17463106 45.44345077 2.82090669 45.89653454,KL,2025-11-06T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_KM_2025-09-17,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_KM_2025-09-17,2.18131632 44.99326432 2.82234574 45.44629524,KM,2025-11-04T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_KN_2025-01-29,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_KN_2025-01-29,2.18789415 44.54313448 2.82376185 44.99608566,KN,2025-06-14T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_KO_2025-02-06,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_KO_2025-02-06,2.19436712 44.09308807 2.82515556 44.54593289,KO,2025-06-13T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_KP_2025-02-06,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_KP_2025-02-06,2.20073773 43.64315174 2.82652739 44.09586376,KP,2025-06-13T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_KQ_2025-06-06,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_KQ_2025-06-06,2.20700838 43.19335189 2.827878 43.64590499,KQ,2025-06-24T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_KR_2025-03-18,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_KR_2025-03-18,2.21318141 42.7437147 2.82920761 43.19608279,KR,2025-06-14T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_KS_2025-05-20,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_KS_2025-05-20,2.21925907 42.33187926 2.83012618 42.74642344,KS,2025-06-28T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_LB_2024-12-03,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_LB_2024-12-03,2.80338814 49.94458551 3.5055675 50.39461185,LB,2025-04-07T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_LC_2025-08-12,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_LC_2025-08-12,2.80512113 49.49533824 3.50111127 49.94560836,LC,2025-09-13T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_LG_2025-03-25,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_LG_2025-03-25,2.81175797 47.6964046 3.48404566 48.147362,LG,2025-08-04T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_LH_2025-01-21,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_LH_2025-01-21,2.81334715 47.24632809 3.47995947 47.69738632,LH,2025-10-11T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_LI_2025-06-17,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_LI_2025-06-17,2.81490972 46.79617088 3.47594143 47.24730171,LI,2025-08-17T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_LJ_2025-06-24,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_LJ_2025-06-24,2.81644634 46.34596086 3.47199024 46.79713655,LJ,2025-09-10T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_LK_2025-08-29,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_LK_2025-08-29,2.81795766 45.89572574 3.46810411 46.34691866,LK,2025-10-29T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_LL_2025-07-24,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_LL_2025-07-24,2.81944429 45.44549302 3.46428145 45.89667574,LL,2025-10-22T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_LM_2025-06-26,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_LM_2025-06-26,2.82090684 44.99528997 3.46052085 45.44643538,LM,2025-07-19T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_LN_2025-02-10,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_LN_2025-02-10,2.82234589 44.54514366 3.45682055 44.99622467,LN,2025-06-14T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_LO_2024-12-13,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_LO_2024-12-13,2.82376199 44.09508094 3.45317924 44.54607077,LO,2025-06-13T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_LP_2025-02-28,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_LP_2025-02-28,2.8251557 43.64512843 3.44959539 44.09600043,LP,2025-06-14T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_LQ_2025-05-19,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_LQ_2025-05-19,2.82652754 43.19596727 3.44606803 43.64604054,LQ,2025-06-25T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_LR_2025-03-28,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_LR_2025-03-28,2.82787802 42.74642346 3.21980374 43.19621725,LR,2025-06-17T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_LS_2025-04-15,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_LS_2025-04-15,2.82920763 42.42286354 3.18209154 42.74654846,LS,2025-06-18T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_MD_2025-08-29,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_MD_2025-08-29,3.49243081 49.04111722 4.18656658 49.49533813,MD,2025-10-29T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_ME_2025-08-28,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_ME_2025-08-28,3.39327585 48.59149124 4.17629055 49.04622196,ME,2025-09-20T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_MG_2025-07-03,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_MG_2025-07-03,3.47995949 47.69176974 4.15626347 48.14637226,MG,2025-08-13T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_MH_2025-10-15,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_MH_2025-10-15,3.47594172 47.24173107 4.14650341 47.69640458,MH,2025-11-04T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_MJ_2024-12-23,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_MJ_2024-12-23,3.46810426 46.34143847 4.12746924 46.79617077,MJ,2025-10-17T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_MK_2025-01-14,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_MK_2025-01-14,3.4642816 45.89124017 4.11818726 46.34596075,MK,2025-10-10T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_ML_2025-09-15,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_ML_2025-09-15,3.46052087 45.44104393 4.10905684 45.89572563,ML,2025-11-03T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_MM_2025-03-12,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_MM_2025-03-12,3.45682057 44.99087706 4.10007445 45.44549299,MM,2025-08-04T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_MN_2024-12-13,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_MN_2024-12-13,3.45317926 44.5407666 4.09123625 44.99528995,MN,2025-06-18T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_MO_2024-12-13,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_MO_2024-12-13,3.44959554 44.09073943 4.08253892 44.54514364,MO,2025-06-25T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_MP_2024-12-13,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_MP_2024-12-13,3.44606805 43.64082217 4.07397913 44.09508092,MP,2025-06-14T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_MQ_2024-12-19,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_MQ_2024-12-19,3.44321656 43.25800766 4.06555363 43.64512841,MQ,2025-06-06T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_NF_2025-03-12,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_NF_2025-03-12,4.15626349 48.13319686 4.84400787 48.59149113,NF,2025-10-01T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_NG_2026-02-03,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_NG_2026-02-03,4.14650343 47.68333682 4.82831358 48.14169922,NG,2026-03-08T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_NI_2025-10-20,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_NI_2025-10-20,4.08814414 46.78331544 4.79771248 47.24211302,NI,2025-11-17T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_NK_2025-02-20,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_NK_2025-02-20,4.10905699 45.88307883 4.76811897 46.34143844,NK,2025-08-05T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_NL_2025-08-06,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_NL_2025-08-06,4.10007447 45.43294898 4.75368436 45.89124005,NL,2025-08-25T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_NM_2025-02-27,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_NM_2025-02-27,4.09123627 44.98284791 4.73948361 45.44104382,NM,2025-08-01T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_NN_2025-06-04,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_NN_2025-06-04,4.08253894 44.53280269 4.72551096 44.99087694,NN,2025-09-14T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_NO_2025-04-22,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_NO_2025-04-22,4.07397915 44.08284019 4.71176096 44.54076649,NO,2025-06-03T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_NP_2024-12-19,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_NP_2024-12-19,4.06555366 43.63298705 4.69822846 44.09073941,NP,2025-06-06T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_NQ_2024-12-19,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_NQ_2024-12-19,4.0638844 43.33615672 4.68490809 43.64082215,NQ,2025-06-06T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_OE_2025-07-31,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_OE_2025-07-31,4.84400803 48.57048715 5.5433787 49.03247384,OE,2025-08-10T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_OG_2024-12-20,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_OG_2024-12-20,4.69161794 47.5836188 5.89315824 48.58291863,OG,2025-10-08T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_OK_2025-05-22,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_OK_2025-05-22,4.75368452 45.87124336 5.41781106 46.33321013,OK,2025-09-17T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_OL_2025-02-20,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_OL_2025-02-20,4.73948376 45.42120977 5.39807818 45.88307872,OL,2025-08-06T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_OM_2025-03-25,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_OM_2025-03-25,4.72551111 44.97120411 5.37866483 45.43294887,OM,2025-09-21T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_ON_2025-08-13,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_ON_2025-08-13,4.71176111 44.52125348 5.35956318 44.9828478,ON,2025-10-28T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_OO_2025-03-14,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_OO_2025-03-14,4.69822848 44.07138474 5.34076591 44.53280267,OO,2025-06-06T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_OP_2025-03-14,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_OP_2025-03-14,4.68490811 43.62162457 5.32226556 44.08284017,OP,2025-06-06T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_OQ_2025-03-12,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_OQ_2025-03-12,4.67649218 43.31840373 5.30405527 43.63298703,OQ,2025-07-30T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_PD_2025-09-26,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_PD_2025-09-26,5.54337886 49.00351727 6.258542 49.56406782,PD,2025-10-13T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_PE_2025-01-29,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_PE_2025-01-29,5.52155324 48.55419909 6.22640244 49.01993963,PE,2025-10-04T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_PF_2025-09-11,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_PF_2025-09-11,5.51078025 48.104712 6.19872707 48.57048704,PF,2025-09-30T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_PG_2025-09-19,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_PG_2025-09-19,5.47900643 47.65508459 6.1715222 48.11580314,PG,2025-10-02T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_PH_2025-07-10,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_PH_2025-07-10,5.45826678 47.20534522 6.14477593 47.67110748,PH,2025-08-08T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_PI_2025-07-17,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_PI_2025-07-17,5.43787116 46.75552208 6.11847677 47.22123741,PI,2025-08-29T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_PJ_2025-07-21,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_PJ_2025-07-21,5.41304567 46.1997344 6.39365785 46.77128476,PJ,2025-08-07T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_PK_2024-12-19,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_PK_2024-12-19,5.39807834 45.85110318 6.23063222 46.21327075,PK,2025-08-01T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_PL_2025-03-07,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_PL_2025-03-07,5.37866498 45.40582863 6.04215265 45.87124325,PL,2025-08-02T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_PM_2025-03-25,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_PM_2025-03-25,5.35956333 44.95594795 6.01753439 45.42120966,PM,2025-08-05T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_PN_2025-02-20,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_PN_2025-02-20,5.34076593 44.5061212 5.99331131 44.97120409,PN,2025-08-21T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_PO_2025-04-02,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_PO_2025-04-02,5.32226558 44.0563753 5.96947373 44.52125346,PO,2025-12-03T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_PP_2025-04-02,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_PP_2025-04-02,5.30405529 43.60673691 5.94601263 44.07138472,PP,2025-09-26T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_PQ_2025-03-14,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_PQ_2025-03-14,5.2255687 43.04104297 5.92291918 43.62162455,PQ,2025-08-02T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_QD_2025-02-18,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_QD_2025-02-18,6.2264026 48.98321005 6.9272823 49.51549712,QD,2025-08-02T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_QE_2024-12-16,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_QE_2024-12-16,6.19872723 48.534058 6.90894345 49.00351716,QE,2025-10-16T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_QF_2025-02-18,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_QF_2025-02-18,6.17152236 48.08473549 6.87543063 48.55419897,QF,2025-07-30T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_QG_2025-02-21,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_QG_2025-02-21,6.14477609 47.63527113 6.84248726 48.10471198,QG,2025-07-31T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_QH_2025-05-22,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_QH_2025-05-22,6.11847693 47.18569333 6.81009854 47.65508447,QH,2025-09-17T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_QI_2025-06-26,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_QI_2025-06-26,6.09261377 46.7458515 6.87057937 47.20534511,QI,2025-07-26T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_QK_2025-06-13,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_QK_2025-06-13,6.20954932 45.82109858 7.05400077 46.41517169,QK,2025-09-14T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_QL_2025-03-26,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_QL_2025-03-26,6.01753455 45.38680859 6.68582252 45.85573611,QL,2025-08-05T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_QM_2025-02-20,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_QM_2025-02-20,5.99331133 44.93244797 6.7689774 45.40582851,QM,2025-08-08T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_QN_2025-02-20,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_QN_2025-02-20,5.96947375 44.48740883 6.62667361 44.95594783,QN,2025-09-27T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_QO_2025-04-02,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_QO_2025-04-02,5.94601265 44.03781477 6.59780496 44.50612109,QO,2025-09-25T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_QP_2025-04-02,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_QP_2025-04-02,5.92291921 43.58832692 6.56939197 44.05637519,QP,2025-09-21T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_QQ_2025-03-24,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_QQ_2025-03-24,5.90244235 43.18390054 6.54142407 43.60673689,QQ,2025-09-09T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_QR_2025-03-11,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_QR_2025-03-11,5.89613014 42.97706406 6.53347592 43.20217602,QR,2025-07-28T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_RE_2025-02-17,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_RE_2025-02-17,6.8754308 48.51006813 7.60203642 49.22567113,RE,2025-07-30T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_RF_2024-12-20,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_RF_2024-12-20,6.84248729 48.05835239 7.7948152 48.53405797,RF,2025-07-29T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_RG_2024-12-20,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_RG_2024-12-20,6.8100987 47.60702162 7.62800088 48.08473538,RG,2025-07-26T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_RH_2025-05-20,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_RH_2025-05-20,6.77825115 47.1822004 7.60776351 47.63527102,RH,2025-09-18T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_RL_2025-06-04,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_RL_2025-06-04,6.65600911 45.36897507 7.19535368 45.83656022,RL,2025-09-10T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_RM_2025-06-06,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_RM_2025-06-06,6.63776561 45.10735053 7.16644839 45.38680848,RM,2025-09-08T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_RN_2025-03-15,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_RN_2025-03-15,6.59780512 44.47759991 7.08001234 44.9370823,RN,2025-09-26T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_RO_2025-04-02,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_RO_2025-04-02,6.56939213 44.01570672 7.20560489 44.48740872,RO,2025-09-20T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_RP_2025-03-06,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_RP_2025-03-06,6.54142409 43.58546863 7.19232654 44.03781465,RP,2025-08-04T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_RQ_2025-03-13,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_RQ_2025-03-13,6.51498377 43.15328417 7.17125467 43.7295545,RQ,2025-08-01T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_SE_2025-05-28,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_SE_2025-05-28,7.55156515 48.49994387 8.235839 49.08469469,SE,2025-09-14T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_SP_2025-06-20,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_SP_2025-06-20,7.16539307 43.6385461 7.72338959 44.18733288,SP,2025-07-08T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_US_2025-04-02,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_US_2025-04-02,8.53078887 42.17819098 9.11671698 42.73453776,US,2025-09-25T14:59:00+01:00
NUALHD_1-0__LAZ_LAMB93_UT_2025-04-02,https://data.geopf.fr/telechargement/resource/LiDARHD-NUALID/NUALHD_1-0__LAZ_LAMB93_UT_2025-04-02,8.54967196 41.73030614 9.05875088 42.20465055,UT,2025-09-25T14:59:00+01:00
