x,y,z
849516.655,6351606.92,105.235
849573.76,6351591.21,105.44
849523.81,6351600.475000001,105.31
849512.575,6351601.075,105.17
849550.0933333333,6351589.62,105.46666666666665
849500.2,6351601.335,105.17
849519.46,6351594.75,105.3
849502.605,6351591.445,105.235
849512.7,6351572.640000001,105.25
849532.77,6351667.72,105.76
849526.15,6351664.57,105.75
849503.94,6351655.6,105.545
849521.6799999999,6351653.965,105.49000000000001
849544.25,6351658.11,105.98
849531.46,6351654.26,105.62
849539.1175,6351652.5825,105.5625
849535.75,6351650.92,105.57000000000001
849500.0800000001,6351640.600000001,105.25
849526.2133333334,6351646.48,105.48666666666668
849582.9100000001,6351659.065,106.48750000000001
849555.375,6351651.045,105.80000000000001
849523.2350000001,6351642.1,105.485
849570.335,6351652.220000001,105.92
849527.3616666667,6351641.321666666,105.65500000000002
849511.86,6351635.57,105.11
849599.24,6351655.49,106.26
849534.4700000001,6351637.443333332,105.64999999999999
849553.38,6351640.0200000005,105.71666666666665
849534.6200000001,6351635.1866666665,105.57000000000001
849565.56,6351655.69,105.75
849569.29,6351654.615,105.855
849528.96,6351664.205,105.78999999999999
849537.02,6351632.370000001,105.505
849532.79,6351630.83,105.67500000000001
849536.73,6351660.01,105.74000000000001
849569.5,6351650.25,105.74000000000001
849580.5700000001,6351640.7700000005,105.57000000000001
849556.26,6351634.8,105.66
849565.79,6351634.87,105.73
849547.48,6351629.970000001,105.595
849543.31,6351628.42,105.43
849553.93,6351630.66,105.45
849544.51,6351628.07,105.60000000000001
849569.795,6351633.99,105.5
849545.91,6351627.850000001,105.55
849591.3566666668,6351638.156666666,105.78333333333335
849536.5700000001,6351653.13,105.77
849542.135,6351651.725000001,105.435
849566.0800000001,6351630.165,105.725
849591.5050000001,6351635.550000001,105.64
849574.6585714285,6351630.561428571,105.56285714285714
849560.505,6351626.68,105.61
849524.23,6351651.12,105.55
849590.26,6351633.95,105.6975
849585.36,6351635.0200000005,105.63
849585.35,6351630.49,105.75
849582.48,6351628.61,105.62
849586.97,6351627.59,105.66
849583.79,6351630.555,105.63
849585.025,6351625.74,105.61
849597.0700000001,6351625.3100000005,105.77
849582.7933333333,6351626.283333334,105.83
849553.9,6351632.823333333,105.71333333333332
849502.0,6351644.88,105.21000000000001
849509.13,6351638.600000001,105.48
849528.9,6351631.73,105.37
849477.01875,6351562.471875,105.16124999999998
849465.7150000001,6351558.42,105.06
849470.7450000001,6351559.275,105.075
849478.3585714286,6351559.878571429,105.02714285714286
849485.93,6351560.624285715,105.16047619047619
849475.1991666667,6351558.294166666,105.14583333333333
849482.01,6351559.2875,105.03999999999999
849475.0133333332,6351560.756666667,105.17999999999999
849478.1174999999,6351557.817500001,105.06750000000001
849476.52,6351555.716666668,105.19
849498.8683333333,6351624.768333334,105.28666666666668
849490.7833333333,6351621.87,105.17
849488.17,6351615.6275,105.11749999999999
849485.63,6351613.805,105.15
849497.8133333334,6351615.613333333,105.22666666666667
849491.8674999999,6351612.3149999995,105.1425
849497.43,6351613.538333334,105.21666666666668
849496.8000000002,6351611.213333334,105.11333333333333
849495.2880000001,6351609.438,105.22999999999999
849490.9642857143,6351605.742857143,105.08571428571427
849498.3874999998,6351606.344166667,105.21249999999999
849483.4100000001,6351602.678,105.17999999999999
849494.7275,6351604.8549999995,105.14750000000001
849482.9025,6351598.387500001,105.165
849495.72,6351599.949333334,105.14533333333333
849489.6481818181,6351599.023636364,105.2027272727273
849485.248,6351595.26,105.126
849491.7916666666,6351596.138333333,105.16333333333334
