IDU,row_spacing,plant_spacing,rmse,match_rate,density_ratio,points_expected,points_found,unmatched_grid_pct,vines_missing_pct,vines_missing_pct_presence
84106000ZB0043,2.0,1.25,0.513,0.647,4.4,1020,280,72.55,57.55,77.25
841480000E0350,2.3,1.05,0.381,0.877,3.99,2172,527,75.74,72.33,74.91
26054000AN0100,2.25,1.1,0.472,0.734,1.77,22084,13728,37.84,15.27,43.62
840650000C0591,1.9,1.05,0.455,0.418,2.61,6717,2804,58.26,0.22,61.65
840390000F1141,2.05,1.05,0.477,0.741,13.5,1728,140,91.9,89.06,92.59
830830000C0703,2.3,1.25,0.352,0.439,43.71,743,18,97.58,94.48,97.71
13001000PA0020,2.45,0.8,0.385,0.571,1.7,4508,2558,43.26,0.55,41.35
830040000B0452,2.45,1.45,0.543,0.542,16.22,1590,130,91.82,84.91,93.84
840370000A0003,1.9,1.15,0.47,0.495,3.04,1686,604,64.18,27.64,67.14
841360000C0845,2.25,1.1,0.34,0.777,1.57,619,404,34.73,15.99,36.35
26071000ZB0077,2.15,1.15,0.529,0.588,6.73,855,161,81.17,67.95,85.15
830490000E0044,2.5,1.25,0.432,0.544,1.97,1075,586,45.49,0.0,49.12
840160000C0008,2.2,1.0,0.53,0.579,2.4,2848,1458,48.81,11.55,58.32
830490000D2072,2.35,2.0,0.551,0.386,5.06,2846,758,73.37,30.96,80.22
840220000A0710,2.0,1.25,0.535,0.557,4.05,10691,3409,68.11,42.73,75.29
840490000E0648,2.15,1.15,0.544,0.648,2.63,735,367,50.07,22.99,62.04
840690000C0234,1.9,1.3,0.52,0.693,10.4,3670,415,88.69,83.68,90.38
070130000B1250,2.15,1.05,0.521,0.511,2.43,1592,811,49.06,0.25,58.92
26071000AC0625,,,,,,,,,,
840870000K0917,,,,,,,,,,
26054000AR0120,2.15,1.15,0.559,0.609,3.41,1034,415,59.86,34.04,70.7
841160000A1142,2.4,1.0,0.404,0.702,7.65,2830,353,87.53,82.23,86.93
84127000AN0001,2.15,1.15,0.533,0.514,2.5,3068,1608,47.59,0.0,59.97
840140000F0154,2.2,1.3,0.567,0.505,2.85,3973,1992,49.86,0.78,64.96
841380000F0819,2.0,1.25,0.483,0.423,5.64,992,207,79.13,50.71,82.26
13032000BX0278,,,,,,,,,,
83071000DA0182,2.4,1.85,0.566,0.516,9.6,2044,307,84.98,70.89,89.58
840160000L0461,1.4,1.25,0.352,0.797,10.84,661,59,91.07,88.8,90.77
07317000AC0192,1.7,1.05,0.446,0.548,1.87,905,494,45.41,0.44,46.52
07042000AZ0289,1.75,1.1,0.334,0.475,124.47,2365,19,99.2,98.31,99.2
840490000E0489,1.9,1.3,0.492,0.51,3.72,242,77,68.18,37.6,73.14
840490000E0796,2.0,1.25,0.44,0.873,2.23,14661,7074,51.75,44.74,55.11
262750000I0136,2.2,1.1,0.46,0.743,1.62,6376,4234,33.59,10.59,38.33
830490000D0695,2.4,1.85,0.501,0.634,2.84,709,306,56.84,31.88,64.74
841260000C0311,2.0,1.25,0.522,0.512,4.4,2136,603,71.77,44.85,77.25
84102000BD0190,1.95,1.25,0.51,0.693,15.76,3893,285,92.68,89.44,93.66
841060000C0914,2.0,1.15,0.477,0.767,24.19,1548,69,95.54,94.19,95.87
830730000F0829,2.4,1.35,0.429,0.797,8.05,1939,271,86.02,82.47,87.57
841340000D0074,2.25,1.1,0.51,0.695,2.75,20173,8840,56.18,36.95,63.61
13110000CI0096,2.25,1.4,0.579,0.619,16.27,12906,1147,91.11,85.65,93.86
841460000C0538,1.95,1.25,0.514,0.656,8.73,1973,277,85.96,78.61,88.55
072590000B0185,2.0,1.05,0.508,0.55,2.19,1048,582,44.47,0.0,54.39
840760000E0367,2.45,1.4,0.55,0.533,9.81,5749,797,86.14,74.01,89.81
841170000A0649,1.95,1.25,0.508,0.714,3.8,205,65,68.29,55.61,73.66
83047000AZ0338,1.8,0.9,0.426,0.502,2.01,681,339,50.22,0.88,50.22
261820000A0642,2.0,1.25,0.521,0.48,3.73,2812,948,66.29,29.8,73.19
84106000ZC0050,2.05,1.2,0.277,0.643,380.11,3421,9,99.74,99.59,99.74
840190000B0499,2.2,1.1,0.547,0.649,2.17,1324,800,39.58,6.95,54.0
830670000B0048,2.35,1.2,0.511,0.529,222.73,29401,162,99.45,98.96,99.55
841060000E1124,1.85,1.3,0.503,0.674,6.64,1201,209,82.6,74.19,84.93
840170000F1282,1.95,1.25,0.497,0.509,7.76,1521,233,84.68,69.89,87.11
07143000AB0127,1.55,0.95,0.366,0.635,8.91,490,47,90.41,84.9,88.78
84024000AC0176,2.4,1.4,0.468,0.592,2.3,511,254,50.29,16.05,56.56
830330000E0318,2.45,0.75,0.332,0.649,1.35,1443,966,33.06,0.0,25.78
84129000AV0056,1.5,1.4,0.405,0.589,2.54,1382,564,59.19,30.75,60.56
84029000AA0007,2.2,1.1,0.329,0.641,1.99,366,184,49.73,21.58,49.73
840890000C0869,2.45,1.45,0.58,0.522,3.89,623,240,61.48,26.16,74.32
840870000O1036,1.9,1.15,0.45,0.406,3.47,5444,1711,68.57,22.58,71.18
840290000A0182,2.05,1.2,0.491,0.583,5.07,573,137,76.09,58.99,80.28
26345000BK0140,2.15,1.15,0.545,0.609,2.55,3221,1662,48.4,15.31,60.85
840450000C0101,2.15,1.0,0.439,0.405,3.43,933,292,68.7,22.72,70.85
840370000D0280,1.75,1.25,0.408,0.714,5.64,496,90,81.85,74.6,82.26
840390000E0667,1.8,1.05,0.464,0.539,1.98,6620,3557,46.27,0.39,49.5
841170000A0091,2.05,1.15,0.518,0.553,2.25,619,340,45.07,0.65,55.57
830830000C1125,1.6,0.85,0.233,0.4,62.17,746,10,98.66,96.65,98.39
830250000H0193,2.2,1.65,0.572,0.447,12.61,8978,1048,88.33,73.87,92.07
07143000AK0471,1.55,0.7,0.377,0.578,1.43,922,536,41.87,0.0,29.83
263570000S0152,1.95,1.25,0.532,0.683,5.31,2258,523,76.84,66.08,81.18
840300000E0670,2.2,1.1,0.423,0.655,4.7,3554,773,78.25,66.8,78.73
26054000AM0042,2.25,1.1,0.543,0.604,3.32,800,311,61.12,35.62,69.88
072640000A0095,2.0,1.25,0.533,0.615,6.54,2706,525,80.6,68.48,84.7
840440000C0199,2.25,1.1,0.48,0.698,6.78,2766,452,83.66,76.57,85.25
84118000AR0251,2.15,1.15,0.502,0.502,2.41,2008,1014,49.5,0.0,58.52
840490000A0556,1.8,1.3,0.474,0.654,9.35,851,102,88.01,81.67,89.31
073430000E1664,2.2,1.05,0.527,0.521,2.53,801,405,49.44,3.0,60.55
840960000C0545,1.9,1.2,0.494,0.672,16.39,6751,472,93.01,89.6,93.9
840390000H0120,2.0,1.1,0.333,0.956,1.83,2063,1015,50.8,48.52,45.32
840220000D0540,2.25,1.1,0.49,0.669,5.74,5344,1032,80.69,71.15,82.58
841330000C0770,2.3,1.4,0.543,0.472,6.79,2601,516,80.16,57.98,85.27
261560000B0481,1.8,1.0,0.461,0.554,1.86,1088,610,43.93,0.0,46.23
84003000CI0081,2.2,1.25,0.543,0.469,2.9,1245,579,53.49,0.8,65.46
83116000BT0041,2.25,1.6,0.56,0.386,3.88,2224,822,63.04,4.18,74.24
841330000C1127,2.2,1.45,0.573,0.477,4.02,6350,2305,63.7,23.84,75.1
841480000A0457,1.75,1.3,0.432,0.455,18.41,718,40,94.43,87.74,94.57
07264000AV0083,2.2,1.1,0.342,0.806,1.82,10763,5808,46.04,33.06,44.99
840560000B0296,2.2,0.8,0.287,0.941,27.19,1278,32,97.5,97.34,96.32
84024000AI0228,2.5,1.4,0.478,0.805,2.81,1369,562,58.95,49.01,64.35
840960000C0263,1.8,1.05,0.464,0.543,1.96,2439,1337,45.18,0.0,48.87
830490000A0393,2.2,1.1,0.518,0.466,2.66,946,447,52.75,0.0,62.37
840420000C0670,2.5,1.3,0.438,0.447,2.6,1984,872,56.05,1.61,61.49
84118000AZ0212,2.15,1.15,0.506,0.458,3.65,343,124,63.85,20.99,72.59
841220000A0520,1.85,1.2,0.444,0.664,18.46,1255,73,94.18,91.24,94.58
83107000AW0038,2.15,0.85,0.491,0.511,2.25,6817,3484,48.89,0.06,55.54
840390000G0480,2.0,1.1,0.494,0.763,3.16,9904,3405,65.62,54.93,68.32
830680000D0330,2.25,1.3,0.543,0.399,4.67,1809,519,71.31,28.03,78.61
83149000AH0339,2.35,1.4,0.532,0.426,9.09,1318,187,85.81,66.69,89.0
83097000AN0075,1.45,1.05,0.392,0.475,1.94,2337,1111,52.46,0.0,48.48
83097000AL0207,2.5,1.95,0.587,0.374,4.16,2153,794,63.12,1.39,75.94
830180000D0826,2.4,0.8,0.274,0.692,1.29,2647,1878,29.05,0.0,22.29
13050000BL0105,2.0,1.25,0.529,0.561,3.13,2122,877,58.67,26.39,68.0
07245000AA0018,2.0,1.15,0.497,0.484,3.2,7857,2887,63.26,24.09,68.78
84118000AX0031,1.95,1.25,0.529,0.543,3.35,5342,2047,61.68,29.45,70.16
84090000AH0179,2.05,1.15,0.506,0.492,2.46,1453,720,50.45,0.0,59.33
840720000B0436,2.25,1.1,0.37,0.911,2.27,1860,776,58.28,54.19,55.86
830310000A0057,2.3,1.65,0.566,0.421,5.85,3201,783,75.54,41.92,82.91
841380000L0141,2.0,1.25,0.535,0.686,7.7,2963,483,83.7,76.24,87.01
84028000AI0193,2.0,1.25,0.533,0.542,4.65,12377,3421,72.36,48.98,78.5
841460000A0628,2.1,1.15,0.397,0.769,6.58,408,60,85.29,80.88,84.8
830500000K0203,2.3,1.7,0.568,0.397,3.7,2588,1017,60.7,1.0,72.99
07279000AD0122,2.3,1.4,0.414,0.792,5.96,459,84,81.7,76.91,83.22
841160000D0123,2.35,1.05,0.445,0.545,4.54,286,67,76.57,56.99,77.97
830280000A0145,2.4,1.95,0.432,0.539,5.32,489,104,78.73,60.53,81.19
830730000G1397,1.65,1.55,0.328,0.737,54.79,767,14,98.17,97.52,98.17
830310000A0059,1.95,1.6,0.486,0.632,22.26,1536,84,94.53,91.34,95.51
830510000B0763,2.35,1.35,0.516,0.792,12.31,3669,358,90.24,87.68,91.88
841440000B0061,2.0,1.25,0.528,0.503,4.09,7586,2369,68.77,37.86,75.56
841260000B0122,2.25,1.1,0.529,0.651,4.93,1119,289,74.17,60.32,79.71
841470000A0042,2.5,1.05,0.479,0.474,41.84,5816,154,97.35,94.41,97.61
84102000AI0056,1.65,1.0,0.342,0.369,176.19,4581,24,99.48,98.58,99.43
830510000B0829,2.2,1.8,0.573,0.366,4.5,1725,558,67.65,11.54,77.8
261100000B0177,1.8,1.75,0.386,0.38,3.24,94,30,68.09,15.96,69.15
070090000B1278,1.85,1.15,0.447,0.615,8.82,1032,123,88.08,80.62,88.66
841170000A0086,2.15,0.9,0.508,0.564,2.04,938,544,42.0,0.0,51.07
84090000AH0126,1.95,1.1,0.479,0.482,2.29,2207,1077,51.2,0.0,56.37
263570000T0170,1.8,0.85,0.433,0.525,1.88,1574,815,48.22,1.33,46.89
13050000BZ0194,2.45,1.0,0.428,0.886,3.71,2193,565,74.24,70.91,73.05
263570000R0148,2.2,1.05,0.538,0.604,2.07,1444,874,39.47,0.0,51.66
26317000AC0070,2.15,1.15,0.537,0.507,3.04,9280,3969,57.23,15.59,67.07
13065000BO0082,2.4,1.0,0.481,0.454,2.64,2967,1324,55.38,1.79,62.15
830310000H0319,2.5,1.75,0.541,0.486,6.07,1154,253,78.08,54.85,83.54
830560000D0159,2.35,1.55,0.509,0.57,2.14,2245,1281,42.94,0.0,53.36
840370000C0566,1.7,1.25,0.399,0.818,1.51,732,507,30.74,15.3,33.61
84104000AH0118,2.15,1.15,0.547,0.609,2.98,1955,891,54.42,25.17,66.39
07228000AL0050,1.5,0.95,0.404,0.608,1.45,1007,618,38.63,0.0,30.98
26377000AT0338,2.0,1.25,0.501,0.518,5.42,1095,234,78.63,58.72,81.55
831400000A2683,2.35,1.55,0.537,0.488,12.33,3131,339,89.17,77.8,91.89
840390000F0982,1.75,1.25,0.441,0.848,6.55,491,78,84.11,81.26,84.73
84004000AX0010,2.15,1.0,0.343,0.806,1.98,2926,1394,52.36,40.91,49.49
07264000AB0250,1.95,1.25,0.485,0.569,5.92,592,120,79.73,64.36,83.11
840780000B0139,2.3,1.05,0.421,0.847,2.31,3279,1400,57.3,49.59,56.63
841340000D0049,1.15,1.2,0.335,0.523,48.59,7192,115,98.4,96.94,97.94
840780000C0621,2.15,1.15,0.497,0.689,16.02,1586,113,92.88,89.66,93.76
841380000I0028,1.95,1.25,0.531,0.625,10.21,11056,1351,87.78,80.46,90.2
263570000T0020,2.15,0.7,0.282,0.797,1.12,2007,1565,22.02,2.19,11.01
840170000B1521,1.45,0.95,0.262,0.556,25.37,761,25,96.71,94.09,96.06
26220000AD0013,2.15,1.15,0.536,0.621,5.91,3662,792,78.37,65.18,83.07
841380000M0175,2.25,1.1,0.417,0.688,2.65,1477,557,62.29,45.16,62.29
83096000AE0010,2.2,1.3,0.571,0.529,2.68,953,507,46.8,0.0,62.64
840620000D0211,1.9,1.25,0.474,0.443,16.69,3204,217,93.23,84.71,94.01
830490000D0292,2.35,0.85,0.365,0.755,1.3,759,550,27.54,4.08,23.32
840470000D1602,2.0,1.25,0.531,0.613,5.02,2043,515,74.79,58.88,80.08
84056000AA0001,2.2,1.0,0.448,0.795,82.96,15514,182,98.83,98.52,98.79
840390000F0781,1.8,1.2,0.518,0.821,2.95,56,23,58.93,50.0,66.07
07228000ZA0045,1.75,0.95,0.433,0.544,1.83,915,492,46.23,1.09,45.36
13080000BV0040,2.15,1.15,0.524,0.479,3.56,2331,844,63.79,24.41,71.94
841460000D0509,2.3,1.05,0.357,0.835,11.53,1764,137,92.23,90.7,91.33
26377000AB0440,2.0,1.25,0.547,0.665,5.56,2927,702,76.02,63.92,82.03
841260000F0357,2.0,1.1,0.291,1.0,18.57,557,28,94.97,94.97,94.61
072340000A0623,2.1,1.0,0.428,0.598,16.95,1119,67,94.01,89.99,94.1
830320000B0411,2.25,1.7,0.541,0.369,5.41,1206,295,75.54,33.67,81.51
840840000C0575,2.1,1.35,0.428,0.398,10.88,468,47,89.96,74.79,90.81
830830000C1321,2.45,1.25,0.5,0.703,12.74,6040,572,90.53,86.52,92.15
840190000D0533,2.25,1.1,0.383,1.0,15.62,578,35,93.94,93.94,93.6
83047000BL0010,1.85,0.8,0.432,0.521,1.95,5857,3013,48.56,1.28,48.71
841460000D0503,2.0,1.25,0.514,0.676,8.14,855,127,85.15,78.01,87.72
830330000C0468,2.05,1.6,0.478,0.389,6.31,543,100,81.58,52.67,84.16
840370000B0344,2.0,0.9,0.381,0.599,1.71,4444,2601,41.47,2.23,41.47
84050000AO0080,2.0,1.25,0.52,0.577,11.46,4861,527,89.16,81.22,91.28
830210000N0735,2.4,1.55,0.518,0.901,17.49,997,73,92.68,91.88,94.28
831540000D0626,2.0,1.65,0.422,0.536,38.36,1074,30,97.21,94.79,97.39
070150000C0477,2.15,1.05,0.426,0.723,3.08,2344,774,66.98,54.35,67.53
840300000B0818,2.2,1.1,0.301,0.821,1.32,387,285,26.36,10.34,24.29
830480000B4633,2.3,1.85,0.587,0.418,4.36,602,214,64.45,14.95,77.08
841460000D0344,2.15,1.15,0.546,0.691,4.69,887,257,71.03,58.06,78.69
26317000AI0388,2.0,1.25,0.523,0.548,4.8,394,108,72.59,50.0,79.19
830430000B1695,2.25,1.25,0.533,0.416,3.13,507,211,58.38,0.0,68.05
830040000G0999,1.5,1.5,0.487,0.412,3.2,262,98,62.6,9.16,68.7
840450000C0554,2.45,1.0,0.378,0.876,4.65,1660,324,80.48,77.71,78.49
07056000AC0163,1.8,1.1,0.361,0.733,11.89,535,44,91.78,88.79,91.59
07143000AK0810,1.95,0.75,0.435,0.652,1.97,181,92,49.17,22.1,49.17
841370000A0631,2.15,1.15,0.547,0.544,3.46,7235,2774,61.66,29.52,71.13
07279000AK0263,2.1,1.1,0.499,0.65,1.8,718,469,34.68,0.0,44.43
840960000D0502,2.25,1.1,0.551,0.577,2.67,844,411,51.3,15.64,62.56
840370000C0474,1.6,1.3,0.446,0.534,7.16,1870,269,85.61,73.05,86.04
073430000A0052,1.95,1.05,0.494,0.557,2.11,589,325,44.82,1.02,52.63
830210000K0296,1.55,1.1,0.408,0.649,45.3,6387,133,97.92,96.79,97.79
84106000AA0049,1.85,1.25,0.505,0.667,10.35,2328,267,88.53,82.82,90.34
840720000I0069,2.05,1.2,0.527,0.66,4.98,862,219,74.59,61.48,79.93
13050000BK0053,1.6,1.2,0.406,0.544,50.02,2401,49,97.96,96.25,98.0
070700000B1037,1.55,1.25,0.408,0.696,43.89,4301,96,97.77,96.79,97.72
841260000A0685,2.2,0.8,0.515,0.598,1.94,5395,3243,39.89,0.0,48.56
841340000C0072,2.05,1.2,0.536,0.671,4.61,1375,378,72.51,59.05,78.33
84004000AL0050,2.0,1.05,0.44,0.384,9.52,7959,898,88.72,70.64,89.5
840940000A0420,2.0,1.25,0.518,0.522,7.15,8610,1499,82.59,66.66,86.0
841450000K0346,1.95,1.25,0.527,0.552,5.88,4439,952,78.55,61.12,82.99
830460000F0023,2.5,2.0,0.544,0.474,12.67,4775,514,89.24,77.3,92.1
840370000B0622,1.9,1.1,0.482,0.626,3.08,490,181,63.06,41.02,67.55
841500000G0524,2.15,0.95,0.474,0.586,1.93,406,242,40.39,0.0,48.28
070090000A0725,1.7,1.35,0.355,0.548,31.53,536,17,96.83,94.22,96.83
841380000F0506,2.15,1.15,0.512,0.546,7.0,3466,591,82.95,68.75,85.72
13032000BY0065,2.05,1.2,0.519,0.475,2.88,804,355,55.85,7.09,65.3
841380000F0327,2.0,1.25,0.517,0.473,3.47,9399,3403,63.79,23.43,71.17
840960000D0432,2.1,1.1,0.355,0.959,11.95,908,71,92.18,91.85,91.63
830690000D0581,2.65,1.65,0.473,0.37,8.17,343,50,85.42,60.64,87.76
831540000E0924,1.75,1.2,0.47,0.689,48.91,12716,272,97.86,96.89,97.96
26367000AR0083,2.15,1.15,0.501,0.639,10.01,1111,129,88.39,81.82,90.01
841360000A0706,2.05,1.2,0.53,0.583,2.83,342,162,52.63,18.71,64.62
13110000AY0022,2.0,0.85,0.458,0.518,2.07,2861,1482,48.2,0.0,51.77
13072000AT0217,2.45,1.25,0.527,0.399,3.83,391,137,64.96,12.28,73.91
84149000AO0058,2.15,1.05,0.314,0.951,26.77,1660,58,96.51,96.33,96.27
830450000B0258,1.8,1.2,0.41,0.726,73.57,3090,45,98.54,97.99,98.64
840160000L0806,2.05,1.05,0.409,0.587,2.42,482,199,58.71,29.67,58.71
841150000C0198,2.0,1.25,0.536,0.64,5.61,2905,678,76.66,63.51,82.17
84050000AO0011,2.35,1.05,0.5,0.757,3.32,796,277,65.2,54.02,69.85
84127000AO0038,2.15,1.15,0.549,0.818,4.76,971,275,71.68,65.4,78.99
840290000D0505,2.0,1.25,0.498,0.595,2.42,2471,1235,50.02,16.03,58.68
831430000A0075,2.25,1.35,0.504,0.399,7.63,778,122,84.32,60.67,86.89
83047000AZ0065,2.25,1.4,0.537,0.407,3.34,1051,412,60.8,3.62,70.03
262330000B0610,1.9,1.25,0.501,0.585,11.25,2767,288,89.59,82.22,91.11
840720000H0814,2.25,1.1,0.489,0.811,2.98,7323,2745,62.52,53.79,66.42
83047000AA0820,2.45,1.75,0.532,0.69,3.01,825,347,57.94,39.03,66.79
84041000AE0411,2.25,1.05,0.361,0.792,9.39,2028,198,90.24,87.67,89.35
26054000AK0317,1.9,1.25,0.507,0.574,3.08,693,274,60.46,31.17,67.53
830040000C2216,2.5,1.25,0.515,0.386,13.78,1943,174,91.04,76.79,92.74
840890000B0034,2.45,1.45,0.557,0.748,2.81,1041,514,50.62,34.01,64.36
070890000C1091,1.95,1.15,0.523,0.733,5.27,970,228,76.49,67.94,81.03
831000000E0582,2.2,1.3,0.534,0.4,3.46,3466,1316,62.03,5.02,71.09
261820000B0640,2.0,1.25,0.515,0.468,4.84,20858,5326,74.47,45.42,79.35
831000000E0268,2.2,0.95,0.522,0.541,2.31,6027,3222,46.54,1.14,56.68
840390000G0590,2.1,1.0,0.519,0.615,2.12,1135,660,41.85,5.46,52.86
831000000A0941,1.75,1.0,0.434,0.473,2.17,2649,1246,52.96,0.45,53.94
830510000D0348,2.3,1.75,0.581,0.482,4.86,981,301,69.32,36.39,79.41
263570000H0406,2.05,1.2,0.529,0.652,7.07,2546,440,82.72,73.49,85.86
840720000F0315,1.7,0.95,0.414,0.479,2.02,2288,1099,51.97,0.0,50.52
83016000AH0184,2.2,1.1,0.369,0.665,1.56,1282,837,34.71,1.87,35.73
84046000AE0049,2.25,1.0,0.54,0.556,2.28,3010,1702,43.46,0.0,56.15
84031000AE0267,2.1,1.15,0.452,0.424,7.3,1037,153,85.25,65.19,86.31
26377000AX0094,2.0,1.25,0.53,0.571,8.16,5500,859,84.38,72.64,87.75
830650000A5443,2.35,1.7,0.573,0.414,3.98,7234,2667,63.13,11.0,74.87
830180000B0239,2.5,1.65,0.366,0.609,1.74,184,112,39.13,0.0,42.39
840300000C0584,2.2,1.1,0.339,0.916,3.79,1163,283,75.67,73.43,73.6
13069000AS0042,2.0,1.25,0.521,0.558,13.77,14263,1254,91.21,84.24,92.74
830940000F0672,1.2,1.25,0.126,0.364,98.25,393,4,98.98,97.2,98.98
830250000C0136,2.45,1.95,0.52,0.401,9.9,604,77,87.25,68.21,89.9
070990000F0487,1.85,1.0,0.354,0.744,25.94,830,29,96.51,95.3,96.14
830490000D0399,2.5,1.2,0.404,0.511,2.11,5161,2603,49.56,1.32,52.7
84137000AZ0122,2.2,1.1,0.54,0.715,4.14,1644,505,69.28,57.06,75.85
830670000C1074,2.45,1.3,0.501,0.598,8.41,3414,492,85.59,75.89,88.11
07324000AE0047,1.65,0.95,0.418,0.543,1.75,1838,1011,44.99,0.0,42.87
261820000B0062,2.05,1.2,0.509,0.704,9.84,1604,197,87.72,82.54,89.84
830670000D1484,1.9,0.95,0.444,0.468,2.2,6535,3129,52.12,0.0,54.46
830300000A0779,2.45,1.5,0.467,0.449,21.28,1660,89,94.64,88.07,95.3
841460000B0768,2.15,1.1,0.346,0.769,12.7,127,10,92.13,89.76,92.13
07264000AZ0043,1.95,1.2,0.374,0.479,35.09,772,23,97.02,93.78,97.15
262330000C0378,1.95,1.25,0.504,0.51,4.17,571,171,70.05,41.33,76.01
841060000C1378,2.15,1.15,0.546,0.604,2.99,1896,833,56.07,27.22,66.51
263570000H0117,2.15,1.15,0.457,0.554,23.39,889,41,95.39,91.68,95.73
830850000C0149,2.1,0.85,0.475,0.536,2.02,1560,841,46.09,0.0,50.38
263480000E0703,1.75,1.2,0.451,0.718,29.91,2632,89,96.62,95.29,96.66
830560000C0639,2.4,1.85,0.468,0.534,15.89,445,31,93.03,86.97,93.71
072450000D0489,1.8,1.25,0.49,0.497,2.26,5590,2832,49.34,0.0,55.72
070700000A0144,1.7,1.25,0.479,0.525,2.13,7726,4016,48.02,1.02,53.11
840610000A0151,2.2,1.05,0.348,0.661,1.54,1370,900,34.31,0.66,35.04
070090000C0729,2.25,1.0,0.522,0.597,2.21,465,264,43.23,4.95,54.84
830530000D0490,2.15,1.15,0.518,0.559,2.67,3205,1480,53.82,17.41,62.5
840890000C0124,2.7,1.45,0.575,0.426,3.59,1587,647,59.23,4.28,72.15
840870000L0194,2.2,1.0,0.34,0.916,3.33,1425,372,73.89,71.51,69.96
840960000D0316,2.1,1.15,0.295,0.704,1.4,671,487,27.42,0.0,28.61
840870000B0993,2.2,1.0,0.45,0.828,4.15,2721,693,74.53,69.24,75.89
07264000AR0257,2.0,1.25,0.545,0.686,5.44,14141,3346,76.34,65.53,81.63
262750000A0157,2.1,1.15,0.502,0.709,16.47,1812,129,92.88,89.96,93.93
26377000AT0115,2.35,1.05,0.52,0.61,2.82,1683,750,55.44,26.98,64.59
84104000AC0104,2.15,1.15,0.543,0.559,2.63,940,475,49.47,9.57,62.02
840170000G0952,1.9,1.25,0.477,0.499,8.4,1193,167,86.0,71.92,88.1
830670000D0877,2.4,1.55,0.499,0.373,4.29,2139,634,70.36,20.43,76.67
841380000P0415,2.5,1.0,0.339,0.769,2.06,913,432,52.68,38.44,51.48
840680000B0428,2.2,1.25,0.551,0.462,2.97,4680,2163,53.78,0.0,66.37
13024000AL0032,1.85,0.85,0.386,0.371,538.96,12396,23,99.81,99.5,99.81
263570000D0131,2.1,1.1,0.349,0.712,1.37,4893,3547,27.51,0.0,26.83
830320000E1522,1.95,0.85,0.328,0.383,43.93,1977,41,97.93,94.59,97.72
841330000C0534,2.15,1.25,0.542,0.467,2.81,2273,1074,52.75,0.0,64.45
830490000E0578,2.2,0.95,0.497,0.498,2.36,1830,918,49.84,0.0,57.6
830210000L0347,2.45,1.2,0.499,0.382,23.2,12716,659,94.82,86.42,95.69
841300000B0624,2.35,1.05,0.469,0.475,6.91,449,75,83.3,64.81,85.52
840930000A0297,2.7,1.45,0.584,0.476,9.57,10992,1680,84.72,67.9,89.56
26367000AE0286,2.2,1.1,0.549,0.551,2.46,4929,2682,45.59,1.32,59.28
840200000E0620,2.5,0.9,0.354,0.561,1.7,180,101,43.89,0.0,41.11
83136000AE0094,2.5,1.5,0.48,0.583,32.24,935,35,96.26,93.58,96.9
84102000AH0038,2.0,1.25,0.536,0.608,4.52,1460,421,71.16,52.6,77.88
841330000C0070,2.1,1.15,0.493,0.453,2.61,1092,499,54.3,0.0,61.72
841090000B0367,2.25,1.1,0.52,0.608,5.63,1706,353,79.31,65.94,82.24
26054000AR0083,2.0,1.25,0.415,0.77,1.63,10211,6699,34.39,14.79,38.51
261790000C0191,2.15,0.85,0.468,0.526,1.98,1477,782,47.05,0.0,49.56
263570000Y0183,1.85,1.25,0.452,0.531,9.01,694,85,87.75,76.95,88.9
840370000E0949,2.2,1.0,0.531,0.61,2.49,2720,1365,49.82,17.76,59.78
840390000F0476,2.0,1.1,0.348,0.844,5.25,1697,303,82.14,78.85,80.97
130910000A0466,2.55,0.95,0.285,0.829,3.61,296,68,77.03,72.3,72.3
83097000AK0057,2.1,1.0,0.492,0.509,2.26,3481,1770,49.15,0.06,55.7
840370000A0478,2.5,0.85,0.448,0.606,1.83,633,356,43.76,7.27,45.5
07042000AK0010,2.3,1.05,0.33,0.85,2.42,4231,1628,61.52,54.72,58.69
840870000I0284,2.0,1.1,0.518,0.57,2.37,5159,2666,48.32,9.38,57.82
83148000BW0166,2.3,2.2,0.586,0.375,4.3,2297,684,70.22,20.51,76.75
830950000H0223,1.4,1.35,0.303,0.45,91.39,1645,18,98.91,97.57,98.91
830320000A0467,2.3,2.15,0.577,0.369,5.2,619,152,75.44,33.44,80.78
840300000E1113,2.0,1.25,0.51,0.75,5.67,363,75,79.34,72.45,82.37
831400000C0827,2.4,2.0,0.576,0.364,10.48,5764,787,86.35,62.53,90.46
841300000B0866,2.2,1.1,0.4,0.724,1.68,2287,1419,37.95,14.34,40.49
840300000B0136,1.9,1.3,0.487,0.664,7.74,697,101,85.51,78.19,87.09
261880000C1975,2.6,0.95,0.393,0.828,2.15,1068,467,56.27,47.19,53.46
830270000G0332,1.75,1.0,0.445,0.515,2.0,3581,1849,48.37,0.0,49.93
840770000C0393,2.2,1.0,0.327,0.699,1.39,775,546,29.55,0.0,28.0
840220000B0874,,,,,,,,,,
840390000D0858,,,,,,,,,,
13056000DN0040,2.0,1.25,0.528,0.575,4.6,3383,938,72.27,51.79,78.24
84102000AI0014,2.0,1.2,0.496,0.552,21.28,6151,328,94.67,90.34,95.3
073120000C0377,2.0,1.15,0.478,0.544,2.39,559,271,51.52,10.91,58.14
07042000BE0167,2.15,1.15,0.542,0.628,3.43,4683,1780,61.99,39.5,70.85
