IDU,row_spacing,plant_spacing,rmse,match_rate,density_ratio,points_expected,points_found,unmatched_grid_pct,vines_missing_pct,vines_missing_pct_presence
830530000D0228,2.1,1.15,0.508,0.593,2.07,1037,620,40.21,0.0,51.69
840160000D1107,2.2,1.0,0.529,0.584,2.38,651,340,47.77,10.6,58.06
841460000B0590,2.0,1.25,0.526,0.525,8.16,38321,5808,84.84,71.12,87.74
07264000AN0124,1.25,1.15,0.37,0.613,30.06,3788,95,97.49,95.91,96.67
840980000A1291,2.1,1.15,0.493,0.658,9.01,820,106,87.07,80.37,88.9
841460000C0372,,,,,,,,,,
840170000D0067,2.05,1.2,0.541,0.55,3.01,871,395,54.65,17.57,66.82
84118000AZ0066,2.0,1.25,0.517,0.42,3.15,1485,593,60.07,4.98,68.28
26345000AK0184,1.65,1.2,0.461,0.451,2.43,1104,498,54.89,0.0,58.79
840390000G0132,,,,,,,,,,
830270000E0053,2.15,1.15,0.538,0.554,2.34,2525,1377,45.47,1.58,57.31
07345000ZC0023,1.9,1.05,0.473,0.529,2.15,740,376,49.19,3.92,53.51
261560000D0320,1.85,1.0,0.422,0.589,1.8,1856,1081,41.76,1.08,44.45
841380000Q0416,2.15,1.15,0.479,0.727,18.73,918,56,93.9,91.61,94.66
830040000B0365,1.7,1.2,0.443,0.441,2.46,980,432,55.92,0.0,59.29
261100000A0579,2.2,1.35,0.549,0.446,2.98,6617,2953,55.37,0.0,66.42
84018000AC0175,1.65,1.1,0.19,0.6,223.33,1340,6,99.55,99.25,99.55
13079000AE0184,2.4,1.75,0.565,0.536,2.76,1884,971,48.46,3.93,63.8
840960000B0682,2.0,1.25,0.537,0.63,3.32,1320,498,62.27,40.15,69.85
841260000C0038,2.3,0.8,0.325,0.953,24.7,2174,61,97.19,97.06,95.95
840490000A0288,2.0,1.25,0.388,0.819,1.88,1112,611,45.05,32.91,46.67
261800000C0106,1.35,0.9,0.282,0.652,112.5,2250,15,99.33,98.98,99.11
83097000AK0242,2.2,1.2,0.547,0.502,2.64,2719,1366,49.76,0.0,62.08
841220000B0842,2.15,1.15,0.461,0.787,52.93,3070,63,97.95,97.39,98.11
840300000D1400,2.05,1.2,0.531,0.552,3.19,892,358,59.87,27.24,68.61
830910000A0102,1.9,0.85,0.452,0.553,1.86,5696,3171,44.33,0.0,46.37
26345000AY0177,1.95,1.2,0.47,0.845,16.6,5811,371,93.62,92.45,93.98
130030000B0115,2.0,1.2,0.416,0.463,24.43,733,31,95.77,90.86,95.91
840940000B0025,2.25,1.1,0.516,0.507,4.29,2309,651,71.81,44.39,76.7
840390000F0547,,,,,,,,,,
13087000AT0063,2.25,1.3,0.568,0.511,2.8,13666,6895,49.55,1.26,64.33
830690000C0086,2.2,0.9,0.51,0.516,2.29,9241,4810,47.95,0.0,56.41
130510000E0067,1.25,1.2,0.134,0.8,322.25,1289,4,99.69,99.61,99.69
841080000B0273,2.05,1.2,0.524,0.679,4.63,1198,324,72.95,60.18,78.38
073430000B0018,2.25,1.45,0.565,0.505,2.82,290,147,49.31,0.0,64.48
263570000O0074,2.25,1.1,0.499,0.61,4.56,333,83,75.08,59.16,78.08
840780000E0852,2.05,1.2,0.484,0.492,4.96,382,98,74.35,47.91,79.84
83112000CX0042,2.25,1.1,0.447,0.708,6.21,2012,339,83.15,76.19,83.9
07042000AZ0019,2.25,1.1,0.538,0.545,2.64,2815,1409,49.95,8.13,62.17
84141000BB0057,2.05,0.75,0.34,0.657,1.33,1688,1129,33.12,0.0,24.64
263570000D0170,2.2,0.75,0.284,0.713,1.25,1462,1045,28.52,0.0,20.11
841330000D0821,2.5,1.45,0.435,0.631,3.35,1121,382,65.92,46.03,70.12
830330000E0312,2.4,0.9,0.284,0.74,1.25,2054,1519,26.05,0.05,20.2
130030000A0114,2.25,1.1,0.329,0.686,1.52,304,203,33.22,2.63,34.21
071690000C1877,1.8,1.25,0.487,0.554,5.73,1960,383,80.46,64.74,82.55
26250000ZC0206,2.45,1.0,0.397,0.773,6.2,3201,491,84.66,80.16,83.88
841340000D0248,1.6,1.15,0.388,0.758,25.92,1322,50,96.22,95.01,96.14
830910000C0611,2.5,1.0,0.346,0.52,1.84,1623,883,45.59,0.0,45.78
840290000C0342,2.1,1.15,0.4,0.77,7.0,1875,265,85.87,81.65,85.71
262750000K0153,2.1,1.15,0.531,0.598,3.07,871,369,57.63,29.16,67.39
071520000D0045,1.8,1.1,0.376,0.68,1.54,188,123,34.57,3.72,35.11
841370000B0691,1.95,1.25,0.495,0.517,4.56,798,200,74.94,51.5,78.07
841150000B0455,2.15,1.15,0.543,0.576,3.38,1781,694,61.03,32.4,70.41
26250000ZB0222,2.0,1.25,0.525,0.513,3.1,6542,2674,59.13,20.33,67.76
840290000E1156,2.2,1.1,0.528,0.662,3.41,399,153,61.65,42.11,70.68
830710000B0128,1.75,1.05,0.443,0.462,2.26,5388,2481,53.95,0.37,55.77
261790000B0282,2.0,1.25,0.527,0.577,3.65,551,194,64.79,39.02,72.6
261190000C1115,1.8,1.0,0.385,0.602,1.61,418,254,39.23,0.0,37.8
070990000F0490,2.45,1.25,0.555,0.564,21.72,8493,513,93.96,89.3,95.4
841360000A0272,1.7,1.1,0.422,0.672,24.59,1967,78,96.03,94.1,95.93
84106000AD0032,2.15,1.15,0.42,0.536,5.17,677,142,79.03,60.86,80.65
840890000I0994,2.2,1.3,0.57,0.495,2.96,9697,4716,51.37,1.66,66.26
830350000E2154,2.0,0.9,0.285,0.705,1.33,11182,7892,29.42,0.0,24.98
841170000B0465,2.05,1.2,0.533,0.646,5.05,757,190,74.9,61.16,80.18
830670000C0198,2.45,1.95,0.588,0.377,4.62,2738,901,67.09,12.82,78.38
84012000AD0048,2.05,1.05,0.408,0.366,41.6,1456,37,97.46,93.06,97.6
840960000B0222,2.0,1.25,0.397,0.774,1.77,1504,888,40.96,23.67,43.62
830390000C0077,2.5,1.35,0.518,0.469,60.67,6492,136,97.91,95.53,98.35
840200000D0787,2.5,1.45,0.508,0.789,3.61,2505,841,66.43,57.45,72.3
84003000BX0119,2.1,1.05,0.502,0.461,2.6,8679,4016,53.73,0.0,61.55
071690000B0735,1.6,1.1,0.431,0.504,2.01,951,481,49.42,0.0,50.37
830830000A0766,2.1,1.8,0.544,0.431,3.94,351,119,66.1,21.37,74.64
26345000AN0366,2.0,1.25,0.492,0.44,6.33,1209,229,81.06,56.99,84.2
830910000E3860,2.0,1.0,0.466,0.429,2.6,9778,4234,56.7,0.0,61.56
840190000H1014,2.15,1.15,0.543,0.753,5.16,7494,1843,75.41,67.35,80.61
840160000L1168,2.15,0.85,0.366,0.769,1.27,363,279,23.14,0.0,21.49
841270000C0597,2.05,1.2,0.527,0.621,5.36,761,180,76.35,61.89,81.34
841380000O0639,2.05,1.2,0.495,0.471,6.45,1806,333,81.56,60.85,84.5
840490000E1049,2.15,1.15,0.531,0.617,4.33,1407,405,71.22,53.38,76.9
840840000B1292,2.5,1.45,0.582,0.442,4.16,1816,662,63.55,17.57,75.94
071130000B0100,2.4,1.4,0.541,0.569,17.0,1615,124,92.32,86.5,94.12
263770000H0018,2.55,0.95,0.447,0.586,7.03,7556,1045,86.17,76.39,85.77
841380000R0296,2.25,1.1,0.55,0.587,2.63,1930,986,48.91,12.9,62.02
840960000C0514,,,,,,,,,,
13087000AK0275,2.1,0.95,0.474,0.533,2.04,331,177,46.53,0.0,51.06
840290000D0047,1.9,1.3,0.526,0.642,7.35,4385,741,83.1,73.68,86.39
841360000A0907,1.6,1.15,0.323,0.562,11.11,211,18,91.47,84.83,91.0
840440000C0444,2.3,1.05,0.495,0.568,14.86,3968,317,92.01,85.94,93.27
830350000B2387,2.05,1.2,0.523,0.594,5.8,2237,495,77.87,62.76,82.74
26165000AZ0269,2.0,1.25,0.517,0.592,5.84,1594,335,78.98,64.49,82.87
07264000AB0014,2.0,1.25,0.542,0.664,8.28,5092,770,84.88,77.22,87.92
261820000B0228,2.35,1.0,0.306,0.951,2.85,513,155,69.79,68.23,64.91
841330000G0669,2.25,1.35,0.563,0.466,3.08,453,205,54.75,2.87,67.55
07264000AE0133,2.25,1.1,0.317,0.759,1.46,1191,819,31.23,9.4,31.57
841500000E0920,2.15,1.0,0.52,0.546,2.27,3205,1739,45.74,0.69,55.85
841460000B0526,1.85,0.9,0.451,0.537,1.92,1152,621,46.09,0.0,47.92
84137000AH0209,2.4,1.0,0.395,0.633,2.05,1866,894,52.09,24.28,51.13
830880000A0138,2.05,1.1,0.514,0.504,2.45,941,480,48.99,0.0,59.19
841060000C0544,2.1,1.1,0.528,0.568,2.26,2255,1276,43.41,0.44,55.74
26345000AW0032,2.15,0.8,0.503,0.576,1.96,2572,1481,42.42,0.0,48.91
830510000E0670,2.45,1.65,0.448,0.903,8.96,1003,130,87.04,85.64,88.83
840420000F0254,2.5,1.3,0.433,0.586,1.88,1172,683,41.72,0.6,46.93
840390000H0449,1.75,1.25,0.424,0.731,1.99,1243,678,45.45,25.42,49.72
261820000A0312,2.4,1.0,0.373,0.734,1.5,1244,822,33.92,9.97,33.2
840390000G0157,1.85,1.15,0.468,0.586,4.82,463,106,77.11,60.91,79.27
830490000F0167,2.2,1.0,0.496,0.491,2.42,2482,1238,50.12,0.0,58.62
072590000A0737,2.5,1.0,0.312,0.742,1.62,6053,3634,39.96,19.06,38.15
840390000E1129,2.0,1.1,0.337,0.738,1.35,5221,3790,27.41,1.61,26.18
072450000C0183,1.0,1.15,0.365,0.696,1.36,162,112,30.86,0.62,26.54
830830000C0656,2.55,1.9,0.495,0.493,4.79,139,36,74.1,47.48,79.14
840570000C0268,1.2,1.15,0.218,0.684,212.22,3820,13,99.66,99.5,99.53
830710000C0672,2.3,1.25,0.541,0.417,3.25,3377,1368,59.49,2.78,69.23
262750000H0281,2.0,1.25,0.372,0.672,1.69,677,420,37.96,7.68,40.77
840290000B1747,2.05,1.2,0.518,0.697,10.87,2260,244,89.2,84.51,90.8
840780000E0129,2.0,1.25,0.514,0.467,4.42,7542,2092,72.26,40.61,77.38
26377000AH0206,2.5,1.0,0.354,0.721,1.48,2056,1389,32.44,6.27,32.25
84103000AI0043,2.0,1.25,0.526,0.553,4.85,3542,937,73.55,52.15,79.39
830670000D0368,2.25,1.35,0.555,0.397,3.47,15931,6319,60.34,0.19,71.15
84106000AP0012,1.9,1.3,0.508,0.671,15.27,5222,394,92.45,88.76,93.45
841090000C0295,2.3,1.05,0.495,0.706,13.02,2722,226,91.7,88.24,92.32
830490000A0806,2.3,1.1,0.541,0.391,3.68,342,122,64.33,8.77,72.81
841490000E0023,2.15,0.85,0.478,0.636,1.8,2542,1601,37.02,0.94,44.37
84082000AR0471,1.15,1.0,0.264,0.676,34.86,1220,23,98.11,97.21,97.13
83096000AI0257,2.45,1.6,0.528,0.463,2.83,2585,1190,53.97,0.62,64.72
840950000B0167,1.8,0.95,0.235,0.6,49.44,445,9,97.98,96.63,97.98
841340000C0004,1.75,1.25,0.439,0.619,160.15,9449,60,99.37,98.97,99.38
831080000F0407,2.15,0.95,0.516,0.536,2.21,8941,4906,45.13,0.0,54.71
13091000AO0027,2.0,1.25,0.533,0.606,7.67,5080,843,83.41,72.64,86.97
831430000C1475,2.25,1.95,0.523,0.479,7.59,387,68,82.43,63.31,86.82
840450000A0016,2.3,1.05,0.42,0.548,9.42,1356,142,89.53,80.9,89.38
84028000AV0006,2.0,1.25,0.519,0.482,3.04,3573,1478,58.63,14.19,67.06
83061000BS0138,2.25,1.45,0.562,0.436,3.27,6064,2631,56.61,0.51,69.39
070890000D0369,1.9,1.2,0.497,0.568,3.09,655,246,62.44,33.89,67.63
841360000A0689,2.25,1.1,0.371,0.839,1.88,640,334,47.81,37.81,46.88
262750000F0506,2.15,1.15,0.516,0.618,5.3,1092,246,77.47,63.55,81.14
84012000AR0203,2.25,1.1,0.544,0.577,3.73,753,271,64.01,37.58,73.17
83148000BT0095,1.95,1.4,0.454,0.623,19.95,1536,86,94.4,91.02,94.99
840170000D0316,2.2,1.1,0.535,0.544,2.7,1083,519,52.08,11.91,62.97
840370000A0505,1.75,1.25,0.451,0.769,3.62,2105,627,70.21,61.28,72.4
261820000E0534,2.0,1.25,0.523,0.521,3.22,1215,479,60.58,24.36,68.97
841220000A0314,1.2,1.1,0.324,0.695,56.81,3295,41,98.76,98.21,98.24
830940000D0193,2.2,1.0,0.531,0.582,2.19,764,446,41.62,0.0,54.32
83071000BL0064,2.1,1.3,0.517,0.405,6.13,10921,2203,79.83,50.25,83.69
831000000E0415,1.65,1.0,0.403,0.435,2.28,2190,939,57.12,1.32,56.12
26345000AS0299,2.3,1.05,0.335,0.718,2.23,1514,662,56.27,39.1,55.22
26220000AK0092,2.5,0.95,0.278,0.76,1.24,1186,898,24.28,0.42,19.39
07264000AX0175,2.2,1.1,0.402,0.856,1.75,1767,1003,43.24,33.67,42.84
840440000C0472,2.15,1.1,0.479,0.557,5.78,462,88,80.95,65.8,82.68
830320000E1561,1.05,1.1,0.041,0.667,259.12,2073,4,99.81,99.71,99.61
841330000F1487,2.45,1.45,0.574,0.43,7.63,6243,1210,80.62,54.96,86.9
830370000B2613,2.45,1.8,0.565,0.388,6.44,7126,1575,77.9,43.07,84.47
261100000B0235,1.85,1.25,0.505,0.527,2.28,615,326,46.99,0.0,56.1
263480000E0582,2.0,1.25,0.549,0.665,3.3,403,163,59.55,39.21,69.73
13034000AZ0021,2.4,1.0,0.525,0.536,2.36,1405,766,45.48,0.0,57.58
84024000AD0067,2.2,1.2,0.497,0.506,54.09,3786,85,97.75,95.56,98.15
841370000D0056,1.95,1.1,0.425,0.394,11.0,1848,182,90.15,75.0,90.91
26345000AC0041,2.15,1.15,0.536,0.528,3.21,9236,3757,59.32,22.95,68.89
263570000O0014,2.05,1.2,0.485,0.459,6.66,1737,309,82.21,61.26,84.97
840870000G0486,2.0,0.95,0.297,0.782,1.22,1939,1506,22.33,0.62,17.79
072590000B0994,2.35,0.95,0.483,0.636,1.78,3799,2412,36.51,0.18,43.72
070970000C0150,2.15,1.05,0.505,0.667,4.13,1385,362,73.86,60.79,75.81
841300000B1051,2.25,1.1,0.529,0.604,2.38,7933,4156,47.61,13.25,58.02
840490000E0209,2.2,0.95,0.534,0.593,2.12,342,201,41.23,0.88,52.92
830180000A0835,2.25,1.65,0.557,0.439,13.99,4142,402,90.29,77.91,92.85
83054000BH0029,2.25,1.35,0.524,0.388,4.63,805,234,70.93,25.09,78.39
26071000ZA0104,2.25,1.1,0.539,0.68,4.4,19997,5561,72.19,59.1,77.26
13110000BK0069,1.4,0.8,0.322,0.54,1.52,286,155,45.8,0.0,34.27
841380000H0354,2.0,1.25,0.533,0.688,6.25,4872,987,79.74,70.57,84.01
831340000A1696,2.35,1.75,0.428,0.567,1.97,466,263,43.56,0.43,49.36
840870000K0302,1.75,1.15,0.346,0.726,1.39,381,276,27.56,0.26,28.08
840890000C1064,2.35,1.45,0.538,0.488,3.8,167,61,63.47,25.15,73.65
840870000D0334,2.55,0.85,0.326,0.891,1.65,1241,651,47.54,41.1,39.48
840530000C1075,1.9,1.25,0.497,0.691,19.91,3166,197,93.78,91.0,94.98
26054000AL0092,1.9,1.25,0.508,0.509,2.39,2867,1454,49.28,0.28,58.18
072340000A0750,2.15,1.05,0.495,0.538,4.26,1411,376,73.35,50.46,76.54
841470000A0598,2.2,1.05,0.538,0.529,2.48,21124,11101,47.45,0.69,59.67
840960000D0289,2.1,1.1,0.278,0.962,16.3,2070,126,93.91,93.67,93.86
841330000F0439,1.95,0.95,0.469,0.506,2.16,2582,1310,49.26,0.0,53.72
26220000AI0037,2.4,1.0,0.442,0.677,2.29,2362,1084,54.11,32.22,56.35
830640000A0160,2.4,1.95,0.544,0.5,23.49,1057,61,94.23,88.46,95.74
830460000E2145,2.35,2.25,0.571,0.478,12.01,2150,218,89.86,78.79,91.67
841500000E0461,2.25,1.1,0.369,0.646,1.6,2341,1501,35.88,0.73,37.55
84008000AP0082,2.05,1.2,0.486,0.632,8.38,2297,300,86.94,79.32,88.07
261880000B0372,2.0,1.25,0.509,0.651,10.04,2029,239,88.22,81.91,90.04
84081000BC0008,2.0,1.25,0.542,0.518,2.65,950,471,50.42,4.21,62.21
840390000F0554,2.0,1.1,0.415,0.663,2.05,3789,1885,50.25,24.99,51.33
830830000C0108,2.75,1.85,0.517,0.522,6.83,205,36,82.44,66.34,85.37
84081000AX0056,2.15,1.05,0.508,0.469,2.57,1638,774,52.75,0.0,61.05
830040000B0836,2.4,1.0,0.362,0.705,1.39,1306,923,29.33,0.0,28.1
830470000C0618,1.85,1.25,0.494,0.456,2.58,42716,19274,54.88,1.14,61.18
830750000A0031,2.4,1.9,0.469,0.669,3.42,1534,534,65.19,47.98,70.73
840490000E0629,2.15,1.15,0.343,0.774,1.97,223,113,49.33,34.53,49.33
841260000F1295,2.15,1.15,0.532,0.528,2.44,808,426,47.28,0.12,59.03
261790000B0819,1.85,1.15,0.483,0.496,2.26,667,336,49.63,0.0,55.77
841380000D0234,2.3,0.95,0.321,0.69,11.54,1039,80,92.3,88.84,91.34
13110000CM0047,2.5,1.8,0.574,0.369,5.57,41243,10748,73.94,29.28,82.03
840980000B0306,2.0,1.25,0.541,0.573,2.75,1695,800,52.8,17.58,63.66
840160000A2097,2.15,0.85,0.382,0.414,2.26,97,41,57.73,0.0,55.67
261800000A0081,2.35,1.05,0.397,0.594,14.04,1362,92,93.25,88.62,92.88
840960000G0037,2.05,1.2,0.523,0.567,3.29,1308,507,61.24,31.65,69.57
83136000BI0093,2.2,1.65,0.5,0.5,37.12,2376,75,96.84,93.69,97.31
830320000E1833,2.3,1.3,0.476,0.723,98.4,2952,34,98.85,98.41,98.98
840960000D0531,1.75,1.1,0.465,0.515,2.06,41272,21455,48.02,0.0,51.52
840490000C0176,2.0,1.25,0.511,0.456,4.91,6101,1520,75.09,45.34,79.63
841500000F0263,2.25,1.1,0.446,0.659,2.08,1146,585,48.95,22.51,52.01
830720000F0949,,,,,,,,,,
830260000C0645,2.25,1.35,0.551,0.486,12.16,12721,1394,89.04,77.45,91.78
83130000BT0041,1.85,1.0,0.442,0.43,2.47,1244,536,56.91,0.0,59.49
84106000AC0003,2.0,0.9,0.279,0.704,1.33,1721,1223,28.94,0.0,24.81
13050000BZ0264,2.15,1.15,0.542,0.533,2.94,4113,1872,54.49,14.56,66.03
831000000A0911,2.4,1.8,0.45,0.452,2.67,1631,719,55.92,2.39,62.54
830320000E0373,2.3,1.85,0.577,0.453,10.2,4500,660,85.33,67.62,90.2
840190000I0831,2.1,0.95,0.5,0.57,2.06,777,450,42.08,0.0,51.48
840160000A1751,1.9,1.15,0.417,0.545,7.58,250,36,85.6,73.6,86.8
26345000BL0124,2.15,1.15,0.533,0.618,5.81,2097,452,78.45,65.14,82.78
830570000H0109,2.3,1.85,0.595,0.454,4.44,1128,394,65.07,23.14,77.48
130510000E0737,1.85,1.3,0.462,0.37,21.19,4027,213,94.71,85.7,95.28
840910000D0206,2.0,1.25,0.417,0.705,33.13,994,31,96.88,95.57,96.98
840510000B0681,1.7,0.9,0.067,0.75,610.33,1831,3,99.84,99.78,99.84
830460000F0669,2.5,1.6,0.471,0.537,7.22,289,44,84.78,71.63,86.16
841380000N0235,2.0,1.25,0.521,0.559,7.14,5716,998,82.54,68.79,85.99
830120000D0113,2.2,1.25,0.519,0.394,3.17,564,226,59.93,0.0,68.44
263570000E0006,2.0,1.25,0.51,0.83,14.02,1836,151,91.78,90.09,92.86
263570000K0126,2.0,1.25,0.53,0.681,7.16,1819,333,81.69,73.12,86.04
840450000D0027,2.0,1.25,0.522,0.635,7.11,1551,280,81.95,71.57,85.94
26345000AV0076,1.7,1.35,0.479,0.686,21.76,5135,264,94.86,92.5,95.4
840470000A0131,2.2,1.05,0.533,0.526,2.49,1279,669,47.69,0.47,59.81
830320000E0463,2.5,1.45,0.517,0.414,19.38,1764,111,93.71,84.81,94.84
84137000AC0149,2.0,1.25,0.527,0.676,7.28,2052,342,83.33,75.34,86.26
840520000D0081,2.5,0.95,0.392,0.812,33.79,2940,78,97.35,96.73,97.04
840170000D0687,2.25,1.1,0.315,0.776,1.26,521,403,22.65,0.38,20.92
841160000A0030,2.2,1.1,0.538,0.556,2.59,441,228,48.3,7.03,61.45
263220000B0174,2.4,1.0,0.489,0.839,8.21,7744,945,87.8,85.46,87.82
83116000AI0215,2.25,1.35,0.571,0.517,2.82,1124,575,48.84,1.07,64.5
83027000AB0411,2.0,1.1,0.465,0.458,2.41,603,278,53.9,0.0,58.54
830460000C0046,2.25,1.45,0.538,0.403,7.33,3685,681,81.52,54.17,86.35
840200000D0600,2.5,0.95,0.352,0.662,1.45,2090,1403,32.87,0.0,31.24
07143000AK0710,1.3,1.15,0.397,0.704,4.21,556,114,79.5,70.86,76.26
840450000A0244,2.2,1.1,0.382,0.433,9.15,247,26,89.47,75.71,89.07
07264000AB0072,2.05,1.2,0.373,0.773,12.23,734,58,92.1,89.78,91.83
840290000A1124,1.55,0.9,0.251,0.733,62.42,749,11,98.53,98.0,98.4
073430000C0315,2.15,1.05,0.388,0.667,1.54,2029,1349,33.51,0.25,35.19
13079000BH0053,2.3,1.75,0.568,0.431,3.49,1017,422,58.51,3.64,71.39
84046000AC0220,2.35,1.05,0.37,0.617,1.69,435,264,39.31,1.61,40.92
83023000AC0032,,,,,,,,,,
841220000B0634,2.05,1.2,0.399,0.5,117.14,2460,21,99.15,98.29,99.15
840870000K0270,1.75,1.25,0.447,0.863,2.35,4069,1821,55.25,48.17,57.51
070360000B0180,1.9,1.2,0.49,0.683,4.42,901,224,75.14,63.6,77.36
263570000L0313,1.9,1.25,0.482,0.406,2.82,5866,2391,59.24,0.0,64.52
840770000A0439,2.0,1.25,0.538,0.608,4.94,2435,665,72.69,55.11,79.75
07264000AK0035,2.15,1.15,0.502,0.45,3.05,1833,732,60.07,11.35,67.21
840030000G0162,2.3,1.45,0.564,0.422,3.52,1907,769,59.67,4.51,71.58
83148000AI0101,2.4,1.35,0.52,0.436,39.67,3927,125,96.82,92.69,97.48
13079000AW0144,2.5,1.85,0.47,0.596,2.44,1013,490,51.63,18.85,59.03
840140000C0332,2.35,1.4,0.572,0.466,3.64,994,396,60.16,14.59,72.54
840890000C0079,2.15,1.15,0.538,0.513,2.62,1614,826,48.82,0.31,61.77
830270000B1325,2.0,1.25,0.507,0.506,3.36,6405,2322,63.75,28.42,70.21
830320000E1118,2.25,1.3,0.462,0.39,3.09,238,87,63.45,6.3,67.65
830460000E0904,2.45,1.5,0.531,0.625,25.8,1316,70,94.68,91.49,96.12
841330000G0150,2.35,1.45,0.573,0.452,4.65,18582,5801,68.78,30.97,78.48
84028000AL0160,2.0,1.25,0.528,0.678,10.41,7684,940,87.77,81.96,90.4
841500000H0246,2.2,1.1,0.512,0.758,2.64,2252,1040,53.82,39.08,62.17
84028000AY0013,2.0,1.25,0.394,0.725,2.04,500,263,47.4,27.4,51.0
073430000E1562,2.05,1.15,0.434,0.382,12.88,992,81,91.83,78.63,92.24
840610000D0474,2.05,1.2,0.528,0.585,4.74,2061,556,73.02,53.86,78.89
83063000AB0109,2.2,1.9,0.581,0.474,8.89,3646,609,83.3,64.73,88.75
840870000N1380,1.75,1.25,0.498,0.704,15.13,7897,584,92.6,89.49,93.39
263260000X0074,2.3,1.25,0.529,0.62,53.02,5620,129,97.7,96.3,98.11
83097000AK0096,2.5,1.35,0.428,0.734,1.69,536,359,33.02,8.77,40.67
841460000D0062,2.15,1.15,0.547,0.585,2.91,1410,653,53.69,20.78,65.6
830320000E1692,2.3,1.2,0.506,0.395,4.06,1022,308,69.86,23.78,75.34
831000000E0103,1.8,1.25,0.491,0.437,2.66,26325,11481,56.39,0.3,62.47
84127000AD0024,1.9,1.2,0.469,0.74,31.55,2177,74,96.6,95.41,96.83
841220000B1798,2.15,1.15,0.546,0.608,4.82,1672,464,72.25,54.37,79.25
830670000D0342,2.4,0.9,0.316,0.552,1.76,5139,2813,45.26,0.82,43.16
831400000F1354,2.45,2.05,0.592,0.395,5.72,3959,1003,74.67,35.84,82.52
840960000G0160,2.15,1.15,0.474,0.49,5.8,736,149,79.76,58.7,82.74
830040000G1454,2.4,1.9,0.486,0.577,3.53,2007,687,65.77,40.71,71.65
261920000B0609,2.2,1.1,0.546,0.543,2.4,2917,1608,44.87,0.0,58.38
84028000AZ0299,2.0,1.25,0.527,0.669,7.07,2883,497,82.76,74.23,85.85
840750000F0044,1.75,1.4,0.455,0.559,7.44,1139,167,85.34,73.75,86.57
84046000AC0298,1.45,1.05,0.403,0.511,1.79,1754,899,48.75,0.0,44.24
830910000B0425,2.15,1.1,0.53,0.55,2.3,1392,764,45.11,0.22,56.47
263220000A0031,2.4,1.0,0.349,0.915,6.09,3057,432,85.87,84.56,83.58
84031000AI0160,1.45,1.0,0.37,0.43,2.15,3628,1567,56.81,0.0,53.56
84041000AE0014,2.2,1.1,0.483,0.46,28.18,4594,180,96.08,91.49,96.45
840260000B0193,2.45,1.4,0.492,0.534,2.85,2219,947,57.32,20.05,64.94
261800000B0246,2.3,0.95,0.388,0.558,6.55,648,96,85.19,73.46,84.72
070970000D0620,1.75,1.25,0.498,0.633,3.67,444,133,70.05,52.7,72.75
84012000AS0375,2.25,0.95,0.393,0.384,6.64,365,58,84.11,58.63,84.93
83119000BA0432,2.15,1.9,0.542,0.474,3.7,100,36,64.0,24.0,73.0
830430000H0468,2.1,1.5,0.501,0.375,4.96,882,216,75.51,34.69,79.82
841500000C0162,2.0,1.2,0.487,0.742,26.48,2674,115,95.7,94.2,96.22
830710000B3050,2.2,1.65,0.549,0.378,5.45,2612,655,74.92,33.65,81.66
84050000AT0475,,,,,,,,,,
073170000B0153,1.55,1.45,0.47,0.656,4.44,2801,688,75.44,62.55,77.47
83042000AA0043,2.35,1.4,0.572,0.493,3.11,1818,859,52.75,4.18,67.82
263570000X0152,2.1,1.15,0.519,0.464,2.63,2792,1329,52.4,0.0,62.0
840890000A1727,2.65,1.45,0.57,0.404,6.88,5202,1089,79.07,48.14,85.47
840560000F0664,2.0,1.2,0.473,0.775,12.12,2048,186,90.92,88.28,91.75
840520000D0012,2.55,1.4,0.578,0.498,4.13,5142,1828,64.45,28.63,75.77
13079000BC0096,2.35,1.3,0.565,0.477,3.02,12144,5689,53.15,1.82,66.87
830850000C0109,2.3,1.4,0.573,0.44,3.3,545,233,57.25,2.94,69.72
841380000S0432,2.3,1.0,0.347,0.711,1.38,2206,1553,29.6,1.0,27.7
07345000ZB0308,1.4,0.9,0.375,0.57,1.51,494,277,43.93,1.62,33.81
83112000CY0018,1.9,1.3,0.526,0.633,5.97,2579,543,78.95,66.73,83.25
831270000H0037,2.35,1.2,0.574,0.588,2.65,244,130,46.72,9.43,62.3
073430000E0300,1.7,1.4,0.173,0.714,142.2,711,5,99.3,99.02,99.3
84036000BA0107,2.1,1.1,0.517,0.523,2.39,7329,3817,47.92,0.5,58.08
840510000D0270,2.45,1.0,0.387,0.68,24.45,1614,68,95.79,93.8,95.91
84086000AC0432,2.5,1.2,0.495,0.409,12.91,5862,527,91.01,78.03,92.26
073430000B0329,,,,,,,,,,
830490000D0068,2.35,0.95,0.322,0.693,1.42,1109,767,30.84,0.27,29.49
840490000C0131,2.0,1.25,0.506,0.502,3.96,1007,306,69.61,39.52,74.78
831080000G0218,2.15,0.85,0.504,0.549,2.15,3563,1970,44.71,0.0,53.58
84081000AY0023,2.0,1.25,0.539,0.607,3.05,768,332,56.77,28.78,67.19
263480000C0192,2.4,0.95,0.28,0.752,1.28,1642,1220,25.7,1.16,21.74
261800000B0421,1.9,1.3,0.5,0.496,9.98,6110,716,88.28,76.35,89.98
07042000BE0158,2.3,1.05,0.315,0.782,2.83,6377,2123,66.71,57.44,64.62
