IDU,row_spacing,plant_spacing,rmse,match_rate,density_ratio,points_expected,points_found,unmatched_grid_pct,vines_missing_pct,vines_missing_pct_presence
841090000C0297,1.35,1.0,0.293,0.651,54.06,2541,28,98.9,98.31,98.15
26220000AH0093,2.4,1.4,0.511,0.447,8.83,4563,349,92.35,82.91,88.67
841380000B0036,1.65,1.2,0.412,0.644,22.32,5023,130,97.41,95.98,95.52
841500000E0446,2.45,1.4,0.518,0.422,3.11,4800,1087,77.35,46.38,67.85
26220000AK0088,2.5,1.4,0.499,0.467,2.62,8304,2336,71.87,39.73,61.87
263570000Y0316,2.1,1.4,0.366,0.729,1.64,966,475,50.83,32.51,38.92
840870000K0755,2.0,1.65,0.498,0.618,2.31,4923,1435,70.85,52.85,56.77
262850000D0461,2.35,1.4,0.544,0.542,3.2,445,109,75.51,54.83,68.76
830260000D0256,2.3,2.05,0.597,0.399,2.95,12594,2283,81.87,54.6,66.09
830040000B0947,1.3,1.3,0.295,0.629,68.32,2801,22,99.21,98.75,98.54
84073000AN0409,2.25,1.35,0.353,0.71,10.13,2886,201,93.04,90.19,90.12
262750000C0621,2.05,1.4,0.503,0.557,6.77,2524,235,90.69,83.28,85.22
841330000A0281,2.4,1.35,0.522,0.508,2.93,1053,266,74.74,50.24,65.91
263570000Y0293,,,,,,,,,,
841060000E0032,2.05,0.95,0.238,0.778,13.04,365,21,94.25,92.6,92.33
26271000ZE0093,2.5,2.05,0.628,0.423,1.45,718,276,61.56,9.19,31.06
26367000AB0290,2.5,1.4,0.546,0.521,2.93,2908,683,76.51,54.95,65.82
840300000B0449,2.4,1.65,0.578,0.539,3.11,1208,234,80.63,64.07,67.88
13087000AP0108,2.0,1.65,0.561,0.461,1.44,3589,1689,52.94,0.0,30.31
840160000A1571,2.15,1.6,0.551,0.543,1.95,547,196,64.17,34.0,48.63
26345000BC0131,2.25,1.35,0.445,0.691,2.83,3052,915,70.02,56.59,64.68
830960000A0068,2.0,1.95,0.618,0.673,3.02,564,115,79.61,69.68,66.84
072450000D0815,1.4,1.5,0.43,0.503,1.44,2458,1239,49.59,0.0,30.68
841150000B0025,2.15,1.65,0.445,0.549,1.71,803,375,53.3,14.94,41.59
263570000M0017,2.0,1.4,0.54,0.59,2.12,2383,808,66.09,42.51,52.87
84036000AZ0135,2.05,1.4,0.454,0.568,2.51,316,105,66.77,41.46,60.13
830420000B0819,2.4,2.15,0.525,0.695,1.74,1311,533,59.34,41.5,42.41
13110000BY0022,2.65,2.05,0.433,0.365,2.54,117,42,64.1,1.71,60.68
84050000AL0191,2.4,1.65,0.531,0.488,4.96,1056,120,88.64,76.7,79.83
261790000A0103,2.45,1.9,0.569,0.392,2.47,705,196,72.2,29.08,59.43
261920000B0029,2.35,1.4,0.511,0.573,2.65,373,118,68.36,44.77,62.2
841220000A0680,2.5,1.35,0.433,0.455,6.56,164,20,87.8,73.17,84.76
841170000A0085,2.15,1.4,0.459,0.672,1.41,2067,1137,44.99,18.19,28.93
830940000E0685,1.6,1.35,0.469,0.541,1.61,113,60,46.9,1.77,38.05
84036000BC0074,2.3,1.4,0.536,0.478,2.16,1241,417,66.4,29.65,53.75
263570000L0266,2.05,1.4,0.53,0.581,2.41,1154,323,72.01,51.82,58.58
840660000A0516,2.4,1.6,0.518,0.398,4.1,1453,265,81.76,54.23,75.64
841460000D0758,2.3,1.4,0.355,0.809,1.67,1134,549,51.59,40.12,40.12
13050000BS0042,2.5,2.15,0.484,0.579,5.06,476,66,86.13,76.05,80.25
830670000D1219,2.35,1.55,0.435,0.654,1.25,314,214,31.85,0.0,20.06
26345000AP0095,2.15,1.4,0.495,0.469,2.17,1162,414,64.37,24.01,53.87
841500000D0162,2.3,1.4,0.419,0.603,1.67,4007,1742,56.53,27.9,40.1
07345000ZC0331,2.55,1.65,0.541,0.544,1.53,253,143,43.48,0.0,34.78
831000000F0995,2.1,2.0,0.578,0.394,2.43,27663,7442,73.1,31.67,58.81
840940000A0072,2.4,1.35,0.52,0.6,1.68,1088,502,53.86,23.16,40.62
841220000H0011,2.2,1.35,0.323,0.718,1.56,1706,921,46.01,24.85,35.93
84135000AZ0025,2.5,1.25,0.401,0.376,16.62,798,35,95.61,88.35,93.98
840490000D0231,2.5,1.65,0.552,0.449,4.17,1740,259,85.11,66.84,76.03
262330000B0282,2.3,1.2,0.526,0.524,2.4,1192,428,64.09,31.46,58.39
831540000B0067,2.45,1.9,0.578,0.483,1.54,486,221,54.53,5.76,34.98
261800000A0214,2.3,1.4,0.46,0.607,4.58,220,37,83.18,72.27,78.18
840290000E0501,2.5,1.1,0.401,0.48,18.04,938,36,96.16,92.0,94.46
840290000F0445,2.5,1.4,0.481,0.653,1.58,1854,981,47.09,18.93,36.52
84012000AR0158,2.1,0.95,0.344,0.571,8.0,168,20,88.1,79.17,87.5
840370000D0138,2.45,1.65,0.558,0.514,2.24,338,108,68.05,37.87,55.33
840960000B0307,1.7,1.2,0.366,0.584,12.68,1293,66,94.9,91.26,92.11
84008000AO0154,2.25,1.65,0.496,0.373,4.86,1167,156,86.63,64.18,79.43
84106000AA0083,2.35,1.4,0.538,0.569,4.6,2445,351,85.64,74.76,78.28
071690000B0424,2.0,1.95,0.573,0.464,1.49,872,386,55.73,4.59,32.91
841300000B0495,2.2,1.25,0.518,0.57,2.27,535,192,64.11,37.01,55.89
261560000C0385,1.8,1.55,0.504,0.481,1.37,690,332,51.88,0.0,27.25
840300000B0218,2.5,1.45,0.549,0.502,2.47,390,124,68.21,36.67,59.49
841480000E0440,2.1,1.55,0.497,0.662,6.53,914,94,89.72,84.46,84.68
263570000M0275,1.9,1.4,0.489,0.649,4.94,1112,137,87.68,81.03,79.77
840960000E0061,1.9,1.4,0.468,0.636,11.28,1038,56,94.61,91.52,91.14
07228000AC0025,2.15,2.05,0.621,0.507,1.31,1566,735,53.07,7.34,23.75
840220000A0161,2.4,1.4,0.487,0.472,3.29,659,159,75.87,48.86,69.65
26377000AC0023,2.45,1.35,0.5,0.555,3.63,1571,320,79.63,63.27,72.44
840560000A0746,2.0,1.4,0.489,0.588,19.46,5605,194,96.54,94.11,94.86
840700000D1249,2.45,1.45,0.52,0.486,2.81,1020,255,75.0,48.53,64.41
07059000ZA0082,2.4,1.75,0.43,0.417,7.32,278,25,91.01,78.42,86.33
071690000C0810,2.6,2.05,0.536,0.421,1.92,136,45,66.91,21.32,47.79
83016000AH0060,2.05,1.8,0.476,0.373,2.36,59,22,62.71,0.0,57.63
261800000C0697,2.35,1.4,0.512,0.541,8.06,2216,180,91.88,84.97,87.59
83096000AC0033,2.45,2.05,0.534,0.4,2.93,827,205,75.21,38.09,65.9
840760000A0063,2.25,1.35,0.514,0.439,2.64,22178,5801,73.84,40.4,62.14
840960000B0146,2.3,1.4,0.351,0.733,1.34,2923,1775,39.27,17.17,25.18
26271000ZC0030,1.95,1.1,0.5,0.513,1.86,7534,3883,48.46,0.0,46.24
831000000A1435,2.05,1.7,0.557,0.437,1.56,1140,514,54.91,0.0,36.05
130030000F0278,2.3,1.95,0.504,0.703,1.84,358,166,53.63,34.08,45.53
841500000H1016,2.15,1.4,0.433,0.647,3.28,6980,1677,75.97,62.87,69.51
830350000C0787,2.2,2.05,0.588,0.417,1.9,167,68,59.28,2.4,47.31
831340000A0613,,,,,,,,,,
83096000AB0177,2.35,1.9,0.585,0.414,1.49,777,320,58.82,0.51,33.08
840390000C0379,2.2,1.45,0.42,0.719,1.91,1274,506,60.28,44.74,47.65
26367000AL0113,2.5,1.35,0.532,0.469,2.55,1096,350,68.07,31.84,60.77
840370000E0240,2.0,1.4,0.503,0.622,8.24,2208,179,91.89,86.96,87.86
84024000AK0043,2.35,1.35,0.522,0.439,2.66,1308,381,70.87,33.72,62.39
07042000AI0034,2.15,1.4,0.482,0.665,1.58,985,480,51.27,26.7,36.55
84122000AS0269,2.0,1.35,0.432,0.684,1.53,2347,1264,46.14,21.26,34.55
84104000AK0046,2.4,1.4,0.539,0.565,3.72,346,78,77.46,60.12,73.12
07042000BK0023,2.15,1.35,0.412,0.65,1.72,237,117,50.63,24.05,41.77
070990000C0046,2.2,1.65,0.548,0.506,1.57,1837,862,53.08,7.24,36.2
830940000E0032,2.0,1.9,0.582,0.496,1.38,471,235,50.11,0.0,27.39
830330000C1521,2.0,1.85,0.585,0.482,1.29,4435,2146,51.61,0.0,22.55
263570000K0120,1.25,0.9,0.205,0.381,152.58,5798,16,99.72,99.28,99.34
841330000G0150,2.3,1.35,0.523,0.437,2.77,20401,5230,74.36,41.37,63.92
13087000AP0331,2.05,2.0,0.604,0.468,1.32,1521,692,54.5,2.76,24.13
84046000AK0117,2.45,1.65,0.544,0.412,1.99,331,129,61.03,5.44,49.85
84149000AP0007,2.1,1.4,0.43,0.698,1.99,4427,1754,60.38,43.23,49.67
262850000D0750,2.5,1.2,0.329,0.714,2.13,984,382,61.18,45.63,52.95
841060000C0695,1.15,1.2,0.339,0.537,46.79,11650,115,99.01,98.16,97.86
830510000B0051,2.35,1.75,0.449,0.448,19.39,853,30,96.48,92.15,94.84
841330000F0881,2.65,1.35,0.527,0.465,2.39,1547,495,68.0,31.22,58.11
83068000AR0015,2.35,2.05,0.498,0.534,3.76,944,189,79.98,62.5,73.41
261820000F0793,2.15,1.4,0.54,0.515,1.95,942,378,59.87,22.08,48.73
840530000C0530,2.35,1.35,0.344,0.744,2.03,1531,638,58.33,44.02,50.75
84129000AT0001,2.2,1.65,0.56,0.501,1.86,2810,1002,64.34,28.83,46.3
830730000A0503,2.4,1.95,0.572,0.392,3.73,1934,341,82.37,55.07,73.16
841460000A0800,2.25,1.4,0.352,0.753,1.38,105,64,39.05,19.05,27.62
263480000D0176,2.15,1.35,0.485,0.542,3.48,490,109,77.76,58.98,71.22
830490000D0621,2.15,1.95,0.596,0.522,3.96,1499,228,84.79,70.85,74.72
841170000C0709,2.55,1.4,0.452,0.39,11.26,901,57,93.67,83.8,91.12
26377000AP0007,2.25,1.3,0.499,0.503,4.58,1407,240,82.94,66.1,78.18
072590000B0122,2.0,1.4,0.525,0.613,8.41,8017,620,92.27,87.38,88.11
13050000BY0111,2.45,1.95,0.513,0.339,46.52,4047,39,99.04,97.16,97.85
840170000F0667,2.3,1.5,0.48,0.409,12.15,1944,95,95.11,88.07,91.77
840290000B0259,2.45,1.4,0.538,0.472,1.55,1931,908,52.98,0.41,35.58
840400000C0510,2.35,1.6,0.517,0.498,3.95,1168,215,81.59,63.01,74.66
26345000BD0012,2.1,1.4,0.449,0.801,4.06,1613,274,83.01,78.8,75.39
261790000A1039,2.25,1.3,0.419,0.582,1.49,1200,710,40.83,0.0,32.67
840520000A0421,2.25,1.15,0.403,0.503,12.39,1524,93,93.9,87.86,91.93
840720000D1081,2.35,1.35,0.288,0.643,3.22,119,27,77.31,64.71,68.91
261880000B0587,2.4,1.4,0.536,0.6,5.56,1124,147,86.92,78.2,82.03
13087000AM0069,2.3,1.95,0.58,0.398,3.32,5936,1082,81.77,54.25,69.85
830210000F0063,2.45,2.05,0.591,0.44,1.96,2987,800,73.22,39.1,48.88
830950000G0047,1.85,1.65,0.463,0.545,50.4,5342,54,98.99,98.15,98.02
07317000AC0335,1.65,1.95,0.548,0.49,1.45,811,386,52.4,2.84,31.2
840720000E0019,2.35,1.6,0.539,0.456,1.96,843,299,64.53,22.18,48.99
840960000B0829,2.1,1.4,0.289,0.838,3.88,423,88,79.2,75.18,74.23
840870000K0109,2.4,1.3,0.369,0.509,13.02,547,29,94.7,89.58,92.32
263260000X0049,2.0,1.65,0.571,0.526,1.29,4527,2290,49.41,3.78,22.31
263570000Y0058,1.95,1.35,0.504,0.634,5.29,1248,170,86.38,78.53,81.09
26345000AZ0267,2.4,1.4,0.542,0.476,2.06,1071,369,65.55,27.54,51.45
84118000AX0180,2.5,1.45,0.544,0.434,3.84,940,190,79.79,53.4,73.94
07264000AZ0093,2.3,1.35,0.344,0.361,6.94,236,22,90.68,74.15,85.59
261190000C0601,1.95,1.65,0.537,0.417,1.74,1397,577,58.7,0.93,42.66
13080000CE0014,2.15,2.0,0.591,0.381,1.85,11824,3862,67.34,14.26,45.84
841060000A0458,2.0,1.15,0.527,0.54,1.75,531,286,46.14,0.19,42.94
83023000AM0088,2.4,2.1,0.56,0.387,5.06,1750,164,90.63,75.77,80.23
841360000A0118,2.0,1.35,0.339,0.773,9.24,767,58,92.44,90.22,89.18
840220000A0192,2.25,1.0,0.296,0.458,46.93,704,11,98.44,96.59,97.87
83097000AN0093,2.45,2.0,0.489,0.558,1.48,2410,1350,43.98,0.0,32.28
84028000AZ0139,2.25,1.4,0.543,0.52,2.2,3263,1049,67.85,38.22,54.49
841370000A0985,2.65,1.25,0.494,0.401,3.48,585,145,75.21,38.12,71.28
840490000A0904,2.2,1.65,0.557,0.582,1.91,531,198,62.71,35.97,47.65
83148000BV0118,2.1,1.85,0.525,0.429,13.28,1381,51,96.31,91.38,92.47
840960000F0589,2.1,1.4,0.408,0.717,1.42,1554,869,44.08,22.01,29.79
830950000H0546,,,,,,,,,,
841500000A0505,2.05,1.4,0.541,0.541,1.59,1863,955,48.74,5.26,36.93
13082000AK0038,2.0,1.9,0.575,0.424,1.51,3324,1406,57.7,0.27,33.97
261880000A1248,,,,,,,,,,
07070000AL0087,2.0,0.95,0.175,0.429,24.0,264,9,96.59,92.05,95.83
840890000A0464,2.45,1.35,0.403,0.632,8.1,988,79,92.0,87.35,87.65
13034000CH0252,2.5,2.15,0.59,0.343,2.81,24366,4704,80.69,43.71,64.39
840250000D0400,2.1,1.6,0.548,0.62,4.1,1107,178,83.92,74.07,75.61
830850000B0045,2.1,2.05,0.592,0.396,1.56,8058,3147,60.95,1.38,36.0
830190000C0264,2.0,1.9,0.571,0.421,1.48,2813,1211,56.95,0.0,32.31
26377000AK0138,2.3,1.35,0.527,0.492,1.84,972,414,57.41,13.48,45.68
073300000A0993,2.2,1.65,0.556,0.553,3.54,852,156,81.69,66.9,71.71
830350000B0676,1.95,1.9,0.599,0.521,1.26,723,382,47.16,0.0,20.47
840170000G1822,2.35,1.6,0.474,0.687,2.82,1417,367,74.1,62.31,64.57
840870000D0149,,,,,,,,,,
841150000C0190,2.6,1.6,0.51,0.417,7.31,841,65,92.27,81.45,86.33
831340000A0132,2.05,1.85,0.441,0.418,18.77,1070,33,96.92,92.62,94.67
13032000AK0211,2.4,2.0,0.591,0.402,1.75,972,330,66.05,15.53,42.8
840700000C0786,2.2,1.65,0.554,0.434,1.74,2038,778,61.83,12.02,42.39
83062000AT0688,2.25,1.9,0.541,0.414,6.14,1731,169,90.24,76.43,83.71
840960000E0365,2.45,1.4,0.535,0.489,2.03,565,204,63.89,26.19,50.62
13032000BE0201,1.95,2.0,0.603,0.513,1.4,786,362,53.94,10.18,28.75
841340000C0095,2.0,1.35,0.382,0.821,3.39,5646,1121,80.15,75.82,70.51
840190000D1728,2.25,1.4,0.453,0.642,7.39,650,61,90.62,85.38,86.46
263570000D0096,2.0,1.35,0.527,0.49,1.6,3117,1534,50.79,0.0,37.66
84088000AN0167,2.25,1.65,0.544,0.548,1.45,10305,4737,54.03,16.06,31.21
84118000AV0021,2.5,1.6,0.541,0.448,2.68,1389,346,75.09,44.35,62.71
841380000Q0394,2.3,1.4,0.391,0.647,1.64,4740,2377,49.85,22.45,38.92
830970000D0149,,,,,,,,,,
830910000B0697,1.85,1.5,0.52,0.495,1.5,397,193,51.39,1.76,33.25
26317000AB0043,,,,,,,,,,
84102000CB0051,2.2,1.6,0.511,0.538,6.78,847,84,90.08,81.58,85.24
840870000K0348,2.0,1.65,0.4,0.674,1.69,1396,751,46.2,20.13,40.69
841220000A0983,2.15,1.35,0.518,0.57,4.7,3217,446,86.14,75.66,78.71
830830000C0468,2.5,2.15,0.574,0.483,3.93,476,57,88.03,75.21,74.58
263480000D0332,2.35,1.4,0.526,0.517,2.19,2172,744,65.75,33.79,54.24
830180000C0070,2.1,2.1,0.581,0.644,6.49,694,56,91.93,87.46,84.58
840470000D0840,2.5,1.65,0.548,0.491,3.55,686,137,80.03,59.33,71.87
840260000F1190,2.55,1.15,0.499,0.604,2.4,852,293,65.61,43.08,58.33
841300000A0348,2.15,1.25,0.421,0.642,2.94,3808,989,74.03,59.53,66.02
07143000AD0635,1.7,2.0,0.513,0.713,2.17,341,129,62.17,46.92,53.96
840220000B0525,,,,,,,,,,
07324000AY0406,2.05,2.0,0.601,0.502,1.38,2657,1262,52.5,5.38,27.32
83035000AC0001,2.3,2.15,0.556,0.577,1.9,671,263,60.8,32.04,47.24
830720000F1218,2.4,1.95,0.6,0.513,3.14,1898,331,82.56,66.02,68.12
831540000E0379,2.5,1.95,0.515,0.291,12.29,2680,150,94.4,80.78,91.87
26377000AT0346,2.3,1.35,0.359,0.738,1.63,1691,827,51.09,33.71,38.56
07345000ZC0408,1.65,1.85,0.489,0.396,2.12,719,282,60.78,0.97,52.85
84106000ZC0090,2.05,1.4,0.521,0.49,1.54,10378,4579,55.88,9.94,35.08
841160000D0367,2.25,1.35,0.44,0.739,3.41,2626,542,79.36,72.09,70.68
261790000B0601,2.0,1.95,0.599,0.495,1.22,501,259,48.3,0.0,17.76
26071000ZH0044,,,,,,,,,,
840020000A0851,2.5,1.35,0.526,0.52,3.31,443,106,76.07,53.95,69.75
840560000B0072,2.15,1.4,0.415,0.694,1.33,1663,1053,36.68,8.72,24.95
840290000A1122,,,,,,,,,,
840680000A0146,2.5,1.35,0.35,0.647,3.77,750,150,80.0,69.07,73.47
070700000B1037,1.75,1.6,0.402,0.544,49.15,2949,37,98.75,97.69,97.97
840450000B0219,2.35,1.4,0.459,0.518,3.5,1055,233,77.91,57.35,71.47
84007000BS0094,2.2,1.35,0.531,0.476,1.73,875,413,52.8,0.91,42.29
130510000D0046,2.35,1.95,0.594,0.434,1.5,416,171,58.89,5.29,33.17
26250000ZC0065,1.9,1.8,0.564,0.493,1.19,2081,1064,48.87,0.0,15.95
841470000C0917,2.5,1.35,0.486,0.47,5.7,593,70,88.2,74.87,82.46
830270000C0053,2.05,1.7,0.571,0.499,1.41,1824,913,49.95,0.0,29.17
07143000AK0324,1.95,1.6,0.541,0.464,1.69,249,116,53.41,0.0,40.96
13037000AV0049,2.5,1.5,0.352,0.587,1.43,4415,2641,40.18,0.0,30.12
830560000C0669,2.45,1.9,0.567,0.554,5.42,629,72,88.55,79.33,81.56
071690000B0407,2.0,1.95,0.581,0.471,1.5,825,383,53.58,1.45,33.33
841500000B0801,2.1,1.4,0.518,0.512,2.41,940,294,68.72,38.94,58.51
84003000CI0101,2.55,1.35,0.524,0.482,3.54,793,173,78.18,54.73,71.75
840390000H1922,2.3,1.65,0.567,0.539,2.34,1403,379,72.99,49.89,57.31
840510000F0989,1.55,1.15,0.39,0.607,19.97,5311,173,96.74,94.63,94.99
830510000E0878,2.6,1.95,0.563,0.42,4.08,754,124,83.55,60.88,75.46
07264000AC0167,2.25,1.4,0.542,0.525,1.82,1315,533,59.47,22.74,45.02
070130000B0249,2.35,2.0,0.601,0.443,1.72,210,81,61.43,12.86,41.9
840490000C0295,2.25,1.6,0.55,0.473,1.9,1149,401,65.1,26.28,47.26
840170000H0790,2.3,1.65,0.535,0.481,2.96,1349,296,78.06,54.41,66.2
07324000AY0274,1.3,1.05,0.368,0.551,1.3,1176,654,44.39,0.0,22.79
840490000D0929,2.0,1.45,0.487,0.623,5.93,362,43,88.12,80.94,83.15
840300000A0138,2.45,1.65,0.566,0.494,3.81,2051,315,84.64,68.89,73.72
841160000B0057,2.4,1.4,0.522,0.52,4.39,1797,294,83.64,68.56,77.24
07264000AL0008,2.15,1.15,0.437,0.677,14.29,7589,394,94.81,92.33,93.0
07143000AK0617,1.9,1.1,0.499,0.554,1.63,294,165,43.88,0.0,38.78
26317000AM0175,2.35,1.4,0.51,0.579,2.14,820,299,63.54,37.07,53.29
840390000F0018,2.0,1.5,0.241,0.78,1.27,155,117,24.52,3.23,21.29
841060000A0088,2.45,1.4,0.538,0.513,2.48,2674,769,71.24,43.94,59.69
84106000AB0047,2.2,1.4,0.538,0.496,1.54,1960,930,52.55,4.34,35.05
840720000F0475,2.05,1.65,0.569,0.51,1.87,8631,2933,66.02,33.33,46.54
840870000I2274,2.3,1.6,0.443,0.398,20.69,1117,33,97.05,92.57,95.17
07042000BK0010,1.0,1.05,0.116,0.5,37.43,524,6,98.85,97.71,97.33
841360000A0823,2.25,1.15,0.337,0.752,6.59,4058,448,88.96,85.31,84.82
841330000D0129,2.45,1.35,0.511,0.497,2.27,3183,1003,68.49,36.6,55.95
841330000B0218,2.1,1.35,0.52,0.506,2.38,4063,1284,68.4,37.48,57.91
84137000AH0958,2.2,1.4,0.464,0.724,2.04,1487,549,63.08,49.02,51.04
830910000C0017,2.4,2.15,0.518,0.67,1.26,621,390,37.2,6.28,20.61
840670000D0225,2.0,1.6,0.56,0.498,1.44,2575,1237,51.96,3.61,30.72
84137000AX0094,1.8,1.25,0.115,0.25,104.43,731,3,99.59,98.36,99.04
840370000E0350,1.9,1.45,0.396,0.768,1.79,552,229,58.51,46.01,44.2
07345000ZC0055,1.9,1.3,0.516,0.513,1.58,414,213,48.55,0.0,36.71
263220000B0528,2.3,1.4,0.541,0.49,2.01,8756,3139,64.15,26.77,50.37
841330000C0170,2.05,1.35,0.522,0.502,2.81,2937,805,72.59,45.45,64.39
840660000A0471,2.5,1.65,0.458,0.412,2.2,840,282,66.43,18.57,54.64
841060000E0299,2.25,1.35,0.477,0.582,7.43,3062,278,90.92,84.39,86.54
830490000D0287,2.15,2.05,0.602,0.418,1.55,2616,1075,58.91,1.61,35.36
13050000BT0103,2.45,2.0,0.594,0.438,1.71,2522,876,65.27,20.62,41.63
840940000E0239,2.4,1.4,0.516,0.525,2.62,565,169,70.09,43.01,61.77
840960000C0426,1.7,1.4,0.457,0.567,8.1,3546,259,92.7,87.11,87.65
830460000F0451,2.15,2.0,0.515,0.614,9.26,880,54,93.86,90.0,89.2
84089000BC0093,2.5,1.35,0.538,0.466,2.33,2963,958,67.67,30.61,57.17
84104000AO0196,2.05,1.2,0.354,0.81,2.36,1757,555,68.41,61.01,57.54
84118000AD0287,2.55,1.6,0.421,0.654,3.46,909,208,77.12,65.02,71.07
07042000BK0233,2.25,1.4,0.545,0.605,5.51,2859,370,87.06,78.59,81.85
26377000AE0048,2.5,1.35,0.519,0.498,3.02,1598,385,75.91,51.63,66.83
840390000F0084,2.15,1.6,0.509,0.667,4.0,192,34,82.29,73.44,75.0
262750000I0254,2.2,1.4,0.351,0.67,1.37,2655,1597,39.85,10.17,26.78
84069000AD0229,2.0,1.4,0.52,0.48,1.76,2054,939,54.28,4.77,43.14
261560000D0468,1.8,1.4,0.486,0.532,1.37,1578,880,44.23,0.0,27.06
830730000D0650,2.4,2.0,0.579,0.46,4.21,1175,145,87.66,73.19,76.26
830300000D0367,1.9,2.0,0.473,0.294,54.86,3182,32,98.99,96.57,98.18
26317000AC0074,2.5,1.4,0.525,0.437,2.55,1095,310,71.69,35.25,60.73
830720000F1112,,,,,,,,,,
830910000E0044,2.0,2.0,0.597,0.439,1.37,5562,2467,55.65,0.0,26.9
830060000A0183,2.4,2.0,0.558,0.477,3.29,714,115,83.89,66.25,69.61
840170000G0949,2.35,1.6,0.43,0.65,4.15,647,115,82.23,72.64,75.89
840290000B0628,2.45,1.4,0.534,0.51,1.77,439,178,59.45,20.5,43.51
841490000A0457,2.15,1.4,0.454,0.674,2.94,7628,1824,76.09,64.54,66.02
841500000B0618,,,,,,,,,,
830250000H0106,2.1,2.1,0.589,0.528,1.92,534,153,71.35,45.69,47.94
83096000AI0136,2.0,1.55,0.552,0.465,1.59,2566,1235,51.87,0.0,37.1
840870000B0048,2.25,1.65,0.546,0.457,4.97,10109,1221,87.92,73.56,79.87
84122000AS0132,2.5,1.35,0.535,0.526,2.05,113,41,63.72,30.97,51.33
262330000B0256,2.45,1.4,0.419,0.516,1.67,1611,791,50.9,4.9,40.16
263480000D0360,2.45,1.4,0.393,0.704,1.34,1063,643,39.51,14.02,25.49
84081000BM0045,1.75,1.0,0.223,0.692,89.0,1068,9,99.16,98.78,98.88
841380000O0484,2.55,1.4,0.489,0.644,4.44,1514,242,84.02,75.17,77.48
83107000AX0020,2.45,2.1,0.62,0.423,1.94,3085,784,74.59,39.87,48.43
840390000H0314,2.25,1.45,0.574,0.539,1.36,809,439,45.74,0.0,26.58
073080000C0176,2.15,2.05,0.583,0.464,1.49,864,369,57.29,7.99,32.99
840870000K0494,1.9,1.65,0.45,0.848,1.93,1554,587,62.23,55.47,48.13
83136000AO0080,1.15,1.1,0.162,0.312,96.67,870,5,99.43,98.16,98.97
840290000C0316,2.3,1.4,0.515,0.441,3.64,233,52,77.68,49.36,72.53
26054000AD0166,2.2,1.1,0.133,0.974,4.87,370,76,79.46,78.92,79.46
83112000CX0041,2.15,2.15,0.601,0.421,1.6,4557,1710,62.48,10.77,37.41
831000000D0319,2.15,1.4,0.528,0.518,1.47,336,177,47.32,0.0,32.14
263570000O0111,2.45,1.4,0.566,0.491,2.09,194,82,57.73,13.92,52.06
261560000B0215,1.35,1.0,0.358,0.557,1.35,2046,1170,42.82,0.0,25.66
070970000B1891,,,,,,,,,,
13035000BD0088,2.0,2.1,0.595,0.404,1.44,10753,4321,59.82,0.46,30.72
26377000AI0291,2.15,1.35,0.513,0.676,4.53,240,46,80.83,71.67,77.92
83096000AK0228,2.0,2.1,0.595,0.437,1.34,2163,948,56.17,0.0,25.29
830830000C0228,2.5,1.85,0.554,0.809,3.07,329,89,72.95,66.57,67.48
07264000AN0071,2.5,1.35,0.485,0.517,6.46,808,93,88.49,77.72,84.53
840940000C0113,2.3,1.4,0.516,0.507,4.83,2415,332,86.25,72.88,79.3
13110000BR0037,2.45,2.0,0.604,0.393,1.64,3268,1246,61.87,2.88,39.14
840680000E0102,2.3,1.0,0.293,0.265,44.18,486,9,98.15,93.0,97.74
84118000AI0154,2.4,1.65,0.552,0.426,1.82,1034,381,63.15,13.54,45.07
841450000J0047,2.0,1.55,0.536,0.517,1.96,616,227,63.15,28.73,49.03
840720000B0612,2.25,1.65,0.571,0.537,3.25,965,190,80.31,63.32,69.22
841300000A0131,2.1,1.25,0.4,0.669,2.89,364,103,71.7,57.69,65.38
84129000BI0017,2.35,1.45,0.484,0.477,4.81,745,123,83.49,65.37,79.19
840220000D0023,2.25,1.4,0.513,0.55,2.92,2203,566,74.31,53.25,65.73
072680000B0323,2.65,1.4,0.507,0.462,4.42,1626,251,84.56,66.61,77.37
830730000A0993,2.1,2.15,0.421,0.319,33.38,868,15,98.27,94.59,97.0
840160000E0360,,,,,,,,,,
84050000DN0073,2.2,1.35,0.416,0.59,71.85,3952,36,99.09,98.46,98.61
840870000D1591,1.6,1.25,0.356,0.582,14.36,30132,1774,94.11,89.88,93.03
261820000A0983,2.5,1.4,0.505,0.372,2.56,2295,675,70.59,20.96,60.87
830350000C0539,1.95,2.0,0.567,0.517,4.57,1349,178,86.81,74.5,78.13
263570000O0204,2.4,1.4,0.484,0.522,4.08,400,71,82.25,66.0,75.5
84024000AC0139,2.15,1.35,0.511,0.468,2.12,996,371,62.75,20.38,52.91
070130000C0582,2.05,1.15,0.342,0.721,1.16,210,158,24.76,0.0,13.81
83104000BV0039,2.55,1.7,0.419,0.456,1.9,1104,502,54.53,0.18,47.28
26377000AW0011,2.5,1.35,0.515,0.469,3.79,3984,710,82.18,61.97,73.64
830490000F0991,2.35,1.9,0.584,0.475,1.35,405,203,49.88,0.0,26.17
26054000AM0268,2.25,1.4,0.376,0.569,1.55,770,414,46.23,5.45,35.58
840940000E0145,2.35,1.4,0.4,0.663,2.08,1394,532,61.84,42.47,51.94
840390000D0349,1.0,1.05,0.214,0.591,81.38,2360,13,99.45,99.07,98.77
